fishid,waterbody,reading,reader,rep,light_type,id,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21
NAR061119001,NAR,CJF_1,CJF,1,R,R-NAR061119001,5,1.134945761762415,0.5543466198692973,0.735831411350185,0.8988633419915368,1.019377613233634,1.1168733780371882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119001,NAR,CJF_2,CJF,2,R,R-NAR061119001,5,1.1477797677624841,0.5536911348525878,0.7373405495289416,0.899419769764877,1.0528880213105716,1.1477797677624841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119001,NAR,CJF_3,CJF,3,R,R-NAR061119001,5,1.0764798493281091,0.48521847761022313,0.67546695815566,0.8314156887458025,0.9693660221647088,1.0764798493281091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119001,NAR,JRS_1,JRS,1,R,R-NAR061119001,4,1.0600109666154292,0.3978962421064566,0.6688421311794912,0.8197917402195148,0.9552646847560324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119001,NAR,LEL_1,LEL,1,R,R-NAR061119001,3,1.0487020102449711,0.635237725699006,0.7925029571478382,0.9444102943161733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119001,NAR,LSR_1,LSR,1,R,R-NAR061119001,4,1.135363700207015,0.5737302090624498,0.7445344838357235,0.9058716165820354,1.0375566305176525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119001,NAR,MJS_1,MJS,1,R,R-NAR061119001,4,1.1154203720105011,0.5212826670112523,0.7071977829074569,0.8705493223992942,1.0121341965126096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119002,NAR,CJF_1,CJF,1,R,R-NAR061119002,2,0.8461881815109568,0.702319356816942,0.8145652156441735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119002,NAR,CJF_2,CJF,2,R,R-NAR061119002,2,0.7624681619626497,0.6110143772783246,0.7624681619626497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119002,NAR,CJF_3,CJF,3,R,R-NAR061119002,3,0.8164479256893222,0.35564516205307684,0.6226792896034865,0.8164479256893222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119002,NAR,LEL_1,LEL,1,R,R-NAR061119002,1,0.4960016734566153,0.42820197319308795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119002,NAR,LSR_1,LSR,1,R,R-NAR061119002,2,0.46664366140852115,0.3249533014321425,0.3996437929944277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119002,NAR,MJS_1,MJS,1,R,R-NAR061119002,1,0.7987208204212736,0.6446589754246234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119003,NAR,CJF_1,CJF,1,R,R-NAR061119003,3,0.8837870555790351,0.5145617181498112,0.7197187498459868,0.8391239034850919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119003,NAR,CJF_2,CJF,2,R,R-NAR061119003,3,0.8681624232720266,0.5436186777558998,0.7397334029015767,0.8681624232720266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119003,NAR,CJF_3,CJF,3,R,R-NAR061119003,3,0.8838882048112447,0.5319994161947056,0.7667761653199687,0.8838882048112447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119003,NAR,JRS_1,JRS,1,R,R-NAR061119003,3,0.9082735752325269,0.3707221831062551,0.5644003556320585,0.7840641229197204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119003,NAR,LEL_1,LEL,1,R,R-NAR061119003,2,0.7749299975285612,0.24685972451949786,0.4806105492934204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119003,NAR,LSR_1,LSR,1,R,R-NAR061119003,2,0.5427790013721847,0.3356260197010939,0.4630708817407656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119003,NAR,MJS_1,MJS,1,R,R-NAR061119003,2,0.6033233688659096,0.3874610810810145,0.5234576725263188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119004,NAR,CJF_1,CJF,1,R,R-NAR061119004,1,0.7376407493046382,0.7056016601467221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119004,NAR,CJF_2,CJF,2,R,R-NAR061119004,2,0.6660913567793112,0.503187704480351,0.6660913567793112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119004,NAR,CJF_3,CJF,3,R,R-NAR061119004,2,0.6890827839156702,0.5104189093188864,0.6890827839156702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119004,NAR,JRS_1,JRS,1,R,R-NAR061119004,2,0.6607820848611857,0.39677499983450754,0.5039706649194193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119004,NAR,LEL_1,LEL,1,R,R-NAR061119004,1,0.4836329452297168,0.4077860116950787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119004,NAR,LSR_1,LSR,1,R,R-NAR061119004,2,0.6494491985269104,0.40298530418563683,0.5028117257620142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119004,NAR,MJS_1,MJS,1,R,R-NAR061119004,1,0.6994835284865866,0.5416867716990431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119005,NAR,CJF_1,CJF,1,R,R-NAR061119005,3,0.9465510883701272,0.5403794672383215,0.7790520815960298,0.9262599889193005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119005,NAR,CJF_2,CJF,2,R,R-NAR061119005,3,0.9542933435392209,0.5579276313104803,0.7968767692353845,0.9542933435392209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119005,NAR,CJF_3,CJF,3,R,R-NAR061119005,3,0.8914939256947828,0.4949971469008695,0.7391417517200802,0.8914939256947828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119005,NAR,JRS_1,JRS,1,R,R-NAR061119005,2,0.9139038082314792,0.5233124413993745,0.7651900129021794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119005,NAR,LEL_1,LEL,1,R,R-NAR061119005,2,0.5518286662749867,0.34148405471830257,0.48469534726098684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119005,NAR,LSR_1,LSR,1,R,R-NAR061119005,2,0.6226461825303305,0.4135810855024081,0.5326558662773542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119005,NAR,MJS_1,MJS,1,R,R-NAR061119005,2,0.8398837692667653,0.44792846067642816,0.6771048701027564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119006,NAR,CJF_1,CJF,1,R,R-NAR061119006,5,1.1271748104090458,0.5898374129336622,0.7797217538264491,0.8948053962062851,0.9937827279708644,1.1029466751711854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119006,NAR,CJF_2,CJF,2,R,R-NAR061119006,5,1.079954629888075,0.5774534369374746,0.7552913914165601,0.8905787723133639,1.0107713374490128,1.079954629888075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119006,NAR,CJF_3,CJF,3,R,R-NAR061119006,5,1.0868978780957004,0.5475752579179148,0.7583900775002094,0.8721018964311682,0.9943566666779109,1.0868978780957004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119006,NAR,JRS_1,JRS,1,R,R-NAR061119006,4,1.0896627517399058,0.5782199937294221,0.7696970966639436,0.8950248265183476,0.9909203436453132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119006,NAR,LEL_1,LEL,1,R,R-NAR061119006,4,1.0791042201740277,0.6005304527280922,0.7610976847450558,0.8844933034811112,0.9923627474737842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119006,NAR,LSR_1,LSR,1,R,R-NAR061119006,4,0.7043546724248507,0.34504675066818447,0.4608014029216742,0.562079190217913,0.6298134089508476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119006,NAR,MJS_1,MJS,1,R,R-NAR061119006,4,0.736898864863385,0.38561331377107727,0.5222501208978818,0.6221989710019331,0.6819617555146318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119007,NAR,CJF_1,CJF,1,R,R-NAR061119007,14,1.5878376725140162,0.49998588500722235,0.675199686977064,0.8072922071945883,0.9124563228842851,0.9908749417556754,1.053464008707912,1.1528062041142704,1.2128482587585998,1.2938138899378975,1.3705950548215717,1.4475578823579138,1.5035971333592875,1.5452626237765563,1.5661862003115241,NA,NA,NA,NA,NA,NA,NA
NAR061119007,NAR,CJF_2,CJF,2,R,R-NAR061119007,14,1.6439977517519195,0.5655674033907859,0.7500863260146147,0.8708510523777592,0.9763132873709289,1.059070993665767,1.1471489874739738,1.229248322598677,1.2886431290250469,1.3630379003124697,1.4401194744327241,1.5172010485529785,1.5732506809763833,1.6012754971880856,1.6439977517519195,NA,NA,NA,NA,NA,NA,NA
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,1.6006614221257234,0.4990201073424814,0.7132554114850445,0.8322818561380841,0.9487914790110894,1.025216396897166,1.0907322523944516,1.1601855474990652,1.236610465385142,1.317165770398093,1.3901706100709417,1.4589135962619082,1.5369520794948253,1.6006614221257234,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,1.6628379137212461,0.6076146514224362,0.7635131643944238,0.8995367852177569,0.9861912295058546,1.067519206972115,1.1496686899531905,1.234070653587778,1.299419230588525,1.367841793757599,1.4553177435605122,1.5313192542049356,1.608142270364173,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,1.5484971423016893,0.7048035714821999,0.8287246802506321,0.9296186272635135,1.0176001215170518,1.091172273954361,1.165863523896923,1.2296987588896566,1.2965277719961608,1.3715968134903547,1.450778730603575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,1.637212030543686,0.7326093560254932,0.8569920074382882,0.9551879266233104,1.0474346757579083,1.129562643803831,1.1980040593984764,1.2616826776174799,1.337861475612979,1.4176080449710817,1.4914054442787597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,1.6536782671460672,0.5747888899300703,0.7266442291231818,0.8663806135019612,0.9669228474003317,1.057430103175482,1.1395428017369205,1.207896124574519,1.282308924819283,1.3490218267473728,1.4304398664117743,1.4964581094428269,1.577625045991794,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,1.555296792677197,0.49508829740618365,0.6273325958742044,0.7611051169178822,0.8595369715932828,0.9484427116727706,1.0114064788577604,1.0736188768671355,1.1507443948238636,1.2066400287351986,1.256218898548493,1.315247430284421,1.3837001397185567,1.462404848699795,1.5002034963903308,1.5245917624847436,NA,NA,NA,NA,NA,NA
NAR061119008,NAR,CJF_2,CJF,2,R,R-NAR061119008,14,1.5682328384071187,0.48001050012499324,0.6491846802543566,0.7634422508430709,0.8809310100712117,0.9681459086765225,1.0317370712497331,1.0904345140358342,1.1610376984939241,1.218166483788281,1.2619147435748443,1.3317805361150314,1.4016463286552188,1.4729869050312108,1.5682328384071187,NA,NA,NA,NA,NA,NA,NA
NAR061119008,NAR,CJF_3,CJF,3,R,R-NAR061119008,14,1.422548458893169,0.36009440687879535,0.5096186109756418,0.64509974277074,0.7494658529061312,0.8308192407798028,0.8852705286842912,0.9641388460806738,1.0252881261529747,1.0893561519835568,1.1434838959049842,1.193722262118948,1.2662161313305789,1.3383864565591483,1.422548458893169,NA,NA,NA,NA,NA,NA,NA
NAR061119008,NAR,JRS_1,JRS,1,R,R-NAR061119008,13,1.5659952282129612,0.5167903807861063,0.6794348155336548,0.7908096570338017,0.9222059200720664,0.9879040515911982,1.0347763091551248,1.0960771049907818,1.1669832651281282,1.23268139664726,1.2763518661106232,1.3348357284938908,1.4129561577671021,1.4890703465226625,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119008,NAR,LEL_1,LEL,1,R,R-NAR061119008,11,1.5411293303680191,0.6443039515797616,0.7770012784627907,0.9064991642310722,1.0004594577835524,1.0792021298080707,1.1263443432180127,1.2075348000177009,1.248395484856016,1.2975579599689544,1.3811962015438126,1.4722811872489505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119008,NAR,LSR_1,LSR,1,R,R-NAR061119008,12,1.562949472453822,0.6504994383698363,0.7736573978168814,0.8770185391753421,0.9593081362728255,1.029065381293394,1.0850155480646553,1.1607625329245024,1.2299669055467115,1.28519521854394,1.3687595418138157,1.4555951712025097,1.516260351640656,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119008,NAR,MJS_1,MJS,1,R,R-NAR061119008,13,1.6031553825513238,0.6637479731968735,0.7674318319588136,0.898182270954352,0.9739686956084304,1.045589503456517,1.1209590827441291,1.1796718685251153,1.2412997350126949,1.2954328954798935,1.3437358945339062,1.4049469156550194,1.4611614660958785,1.533615964676898,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119009,NAR,CJF_1,CJF,1,R,R-NAR061119009,4,1.0481229432523245,0.6495123802128147,0.8000629876758008,0.9290900161559402,1.0227943535420945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119009,NAR,CJF_2,CJF,2,R,R-NAR061119009,5,1.1356769757310754,0.5398066571511646,0.743058873417157,0.8960695233309075,1.0273878545448794,1.1356769757310754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119009,NAR,CJF_3,CJF,3,R,R-NAR061119009,5,1.0033667703230316,0.41647218089533417,0.6068143740947822,0.7480983381352857,0.8583940377981577,1.0033667703230316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119009,NAR,LEL_1,LEL,1,R,R-NAR061119009,3,0.9847552147909981,0.6083345748858509,0.756520253245721,0.8673362736779829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119009,NAR,LSR_1,LSR,1,R,R-NAR061119009,3,1.0845845892038786,0.6840416944353437,0.848602921349562,0.9707484765184378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119009,NAR,MJS_1,MJS,1,R,R-NAR061119009,3,1.1344652886653983,0.7216663632074009,0.894265963814441,1.0163633332553736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119010,NAR,CJF_1,CJF,1,R,R-NAR061119010,6,1.1971748906192305,0.5497544610811769,0.7386555876418625,0.874005737905031,0.9833914482120518,1.081778832742032,1.1779422143063645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119010,NAR,CJF_2,CJF,2,R,R-NAR061119010,7,1.1558413624265027,0.48826710769367254,0.6848400553452425,0.8247310404215364,0.9405307772447932,1.0424644998833188,1.0998823809174587,1.1558413624265027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119010,NAR,CJF_3,CJF,3,R,R-NAR061119010,7,1.159846244534263,0.4761144334820847,0.7036346107969422,0.8281269520651569,0.962395224966727,1.0609353940386799,1.099668439148472,1.159846244534263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119011,NAR,CJF_1,CJF,1,R,R-NAR061119011,6,1.2827441574765883,0.38464206000407897,0.6766786710604995,0.8850238996721277,1.030589237103093,1.1717088956296937,1.2632562802323708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119011,NAR,CJF_2,CJF,2,R,R-NAR061119011,6,1.2375306735085931,0.3585281491153735,0.6507527510417721,0.840234621903894,1.0001147452169181,1.125133735853904,1.2375306735085931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119011,NAR,CJF_3,CJF,3,R,R-NAR061119011,6,1.3159202224058393,0.3949228066913828,0.7053614946049769,0.897526005215976,1.0699613721187444,1.2122572348059357,1.3159202224058393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119012,NAR,CJF_1,CJF,1,R,R-NAR061119012,5,1.277128461337339,0.7634588795558601,0.9205352960996295,1.0401427835547281,1.155434717448091,1.2488628021458954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119012,NAR,CJF_2,CJF,2,R,R-NAR061119012,6,1.2476545977734759,0.5327485922721623,0.7275978959595442,0.8881435997773954,1.0138698252471874,1.1245022460276384,1.2476545977734759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119012,NAR,CJF_3,CJF,3,R,R-NAR061119012,6,1.2801475099514847,0.5653478500576468,0.7760731577880677,0.9293436949207845,1.0458154301758824,1.1577740989573109,1.2801475099514847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119013,NAR,CJF_1,CJF,1,R,R-NAR061119013,7,1.2014891156493137,0.3954858733175337,0.6237834802975695,0.7494383626628593,0.880241995233778,0.9703239105245824,1.0741752136033453,1.1675573251072597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119013,NAR,CJF_2,CJF,2,R,R-NAR061119013,7,1.1709508840168596,0.4014458618037077,0.5923180720327821,0.7194249701217581,0.8531626351394757,0.9715201353436099,1.0881407234729759,1.1709508840168596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119013,NAR,CJF_3,CJF,3,R,R-NAR061119013,7,1.1267350693962885,0.40939279038171505,0.5673216147203346,0.6848606195986092,0.8244151960166729,0.9426914669171255,1.0572146609820836,1.1267350693962885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119014,NAR,CJF_1,CJF,1,R,R-NAR061119014,8,1.2065053580226819,0.3983976251188579,0.6001007857736297,0.7238202900921722,0.8263414358164539,0.9358038760347689,1.046035340724919,1.1224809481174796,1.1937863428661264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119014,NAR,CJF_2,CJF,2,R,R-NAR061119014,9,1.1915192684082814,0.38154594539959613,0.5949856473094957,0.7314894058095975,0.8347670573891927,0.9275231553291927,1.006044896599092,1.0740072601585855,1.1351230490381792,1.1915192684082814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119014,NAR,CJF_3,CJF,3,R,R-NAR061119014,9,1.2134248481773253,0.39964152006556125,0.6162577887776644,0.7267690846937671,0.8578415530991285,0.9454056482420767,1.0248935702538617,1.093366936018805,1.1618403017837489,1.2134248481773253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119015,NAR,CJF_1,CJF,1,R,R-NAR061119015,7,1.2779609766406679,0.43723060133577163,0.6415536523139256,0.7895731091349001,0.9469934990766168,1.0380216480213438,1.1452784992139649,1.2489684589920937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119015,NAR,CJF_2,CJF,2,R,R-NAR061119015,7,1.307197737990218,0.47585930220773465,0.6521267747250381,0.8342069560706,0.9847829433097182,1.0920532177504068,1.2136413291002597,1.307197737990218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119015,NAR,CJF_3,CJF,3,R,R-NAR061119015,7,1.2582606766663715,0.43648210596201925,0.6395302952652282,0.7998695073226623,0.9259103174137494,1.0481045415885768,1.1596698914487698,1.2582606766663715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119016,NAR,CJF_1,CJF,1,R,R-NAR061119016,3,0.7774041161117792,0.4624206420905994,0.6599591857066562,0.7563709962904035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119016,NAR,CJF_2,CJF,2,R,R-NAR061119016,3,0.7744988544534263,0.4319969350306724,0.6294601394848887,0.7744988544534263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119016,NAR,CJF_3,CJF,3,R,R-NAR061119016,3,0.7838928340544133,0.47566279337631356,0.6664563743711543,0.7838928340544133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119017,NAR,CJF_1,CJF,1,R,R-NAR061119017,3,0.8151839149755241,0.4884717083297934,0.6705987369145304,0.7868110629371403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119017,NAR,CJF_2,CJF,2,R,R-NAR061119017,3,0.7612306518562099,0.43355572582595264,0.6129779642522506,0.7612306518562099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119017,NAR,CJF_3,CJF,3,R,R-NAR061119017,3,0.7638466801555596,0.4362097089087793,0.6299241785307851,0.7638466801555596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119018,NAR,CJF_1,CJF,1,R,R-NAR061119018,3,0.9608820521131042,0.5630238779859049,0.8022975750254214,0.926841995555895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119018,NAR,CJF_2,CJF,2,R,R-NAR061119018,3,1.0071776225391844,0.5935267830886414,0.8486238871201859,1.0071776225391844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119018,NAR,CJF_3,CJF,3,R,R-NAR061119018,3,0.9643779657286271,0.5837885969182465,0.8370390434050139,0.9643779657286271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119019,NAR,CJF_1,CJF,1,R,R-NAR061119019,3,0.8479520342320301,0.5281430553862234,0.6979811935069027,0.8257396308623763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119019,NAR,CJF_2,CJF,2,R,R-NAR061119019,3,0.8079284205456817,0.44221170715843405,0.6263444281113998,0.8079284205456817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119019,NAR,CJF_3,CJF,3,R,R-NAR061119019,3,0.7221557103286883,0.39204937974270565,0.5721824425830824,0.7221557103286883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119020,NAR,CJF_1,CJF,1,R,R-NAR061119020,3,0.7852769165106379,0.4784136150657367,0.6523244784679442,0.7742884320157499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119020,NAR,CJF_2,CJF,2,R,R-NAR061119020,3,0.7478232455109732,0.44343378500398023,0.6375831411989002,0.7478232455109732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119020,NAR,CJF_3,CJF,3,R,R-NAR061119020,3,0.742117901203443,0.4492721400575536,0.6183777758819533,0.742117901203443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119021,NAR,CJF_1,CJF,1,R,R-NAR061119021,3,0.7741187751997,0.4083662039515223,0.6155931368346657,0.7502151000264841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119021,NAR,CJF_2,CJF,2,R,R-NAR061119021,3,0.671490585890666,0.32841500824178327,0.5250421123766701,0.671490585890666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119021,NAR,CJF_3,CJF,3,R,R-NAR061119021,3,0.6507540198015666,0.3007526361265473,0.4849325189361158,0.6507540198015666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119022,NAR,CJF_1,CJF,1,R,R-NAR061119022,3,0.7687357140328375,0.44838041390369804,0.6364550245261873,0.7469789728248435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119022,NAR,CJF_2,CJF,2,R,R-NAR061119022,3,0.748917810256995,0.41840601904114255,0.6301961459116522,0.748917810256995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119022,NAR,CJF_3,CJF,3,R,R-NAR061119022,3,0.75682496510411,0.43109049191835724,0.6330381345759952,0.75682496510411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119023,NAR,CJF_1,CJF,1,R,R-NAR061119023,3,0.8386577402108415,0.4887896480218797,0.6929825038876289,0.82092356412955525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
