fishid,waterbody,reading,reader,rep,light_type,id,agecap,ann,rad,radcap
NAR061119007,NAR,CJF_2,CJF,2,R,R-NAR061119007,14,9,1.3630379003124697,1.6439977517519195
NAR061119007,NAR,CJF_2,CJF,2,R,R-NAR061119007,14,10,1.4401194744327241,1.6439977517519195
NAR061119007,NAR,CJF_2,CJF,2,R,R-NAR061119007,14,11,1.5172010485529785,1.6439977517519195
NAR061119007,NAR,CJF_2,CJF,2,R,R-NAR061119007,14,12,1.5732506809763833,1.6439977517519195
NAR061119007,NAR,CJF_2,CJF,2,R,R-NAR061119007,14,13,1.6012754971880856,1.6439977517519195
NAR061119007,NAR,CJF_2,CJF,2,R,R-NAR061119007,14,14,1.6439977517519195,1.6439977517519195
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,1,0.4990201073424814,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,2,0.7132554114850445,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,3,0.8322818561380841,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,4,0.9487914790110894,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,5,1.025216396897166,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,6,1.0907322523944516,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,7,1.1601855474990652,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,8,1.236610465385142,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,9,1.317165770398093,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,10,1.3901706100709417,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,11,1.4589135962619082,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,12,1.5369520794948253,1.6006614221257234
NAR061119007,NAR,CJF_3,CJF,3,R,R-NAR061119007,13,13,1.6006614221257234,1.6006614221257234
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,1,0.6076146514224362,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,2,0.7635131643944238,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,3,0.8995367852177569,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,4,0.9861912295058546,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,5,1.067519206972115,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,6,1.1496686899531905,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,7,1.234070653587778,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,8,1.299419230588525,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,9,1.367841793757599,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,10,1.4553177435605122,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,11,1.5313192542049356,1.6628379137212461
NAR061119007,NAR,JRS_1,JRS,1,R,R-NAR061119007,12,12,1.608142270364173,1.6628379137212461
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,1,0.7048035714821999,1.5484971423016893
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,2,0.8287246802506321,1.5484971423016893
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,3,0.9296186272635135,1.5484971423016893
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,4,1.0176001215170518,1.5484971423016893
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,5,1.091172273954361,1.5484971423016893
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,6,1.165863523896923,1.5484971423016893
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,7,1.2296987588896566,1.5484971423016893
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,8,1.2965277719961608,1.5484971423016893
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,9,1.3715968134903547,1.5484971423016893
NAR061119007,NAR,LEL_1,LEL,1,R,R-NAR061119007,10,10,1.450778730603575,1.5484971423016893
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,1,0.7326093560254932,1.637212030543686
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,2,0.8569920074382882,1.637212030543686
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,3,0.9551879266233104,1.637212030543686
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,4,1.0474346757579083,1.637212030543686
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,5,1.129562643803831,1.637212030543686
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,6,1.1980040593984764,1.637212030543686
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,7,1.2616826776174799,1.637212030543686
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,8,1.337861475612979,1.637212030543686
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,9,1.4176080449710817,1.637212030543686
NAR061119007,NAR,LSR_1,LSR,1,R,R-NAR061119007,10,10,1.4914054442787597,1.637212030543686
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,1,0.5747888899300703,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,2,0.7266442291231818,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,3,0.8663806135019612,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,4,0.9669228474003317,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,5,1.057430103175482,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,6,1.1395428017369205,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,7,1.207896124574519,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,8,1.282308924819283,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,9,1.3490218267473728,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,10,1.4304398664117743,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,11,1.4964581094428269,1.6536782671460672
NAR061119007,NAR,MJS_1,MJS,1,R,R-NAR061119007,12,12,1.577625045991794,1.6536782671460672
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,1,0.49508829740618365,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,2,0.6273325958742044,1.555296792677197
NAR061119008,NAR,CJF_1,CJF,1,R,R-NAR061119008,15,3,0.7611051169178822,1.555296792677197
