fishid,radcap
JUM101118A019,0.688412220878962
JUM101118A020,0.7085039428286815
JUM101118A021,0.4497746660952026
JUM101118A022,0.5517101417429329
JUM101118A023,0.7379621638049098
JUM111518A001,1.715041180416966
JUM111518A002,1.7496260011876896
JUM111518A003,0.973950776321027
JUM111518A004,0.8437233707494207
JUM111518A005,1.4499829140220635
JUM111518A006,0.566773445404061
JUM111518A007,0.6443845632595581
JUM111518A008,0.6584544616165128
JUM111518A009,0.7282132878751721
JUM111518A010,0.4926507838089248
JUM111518A011,0.5055621486982771
JUM111518A012,1.2571708056250073
JUM111518A013,0.5285407091295173
JUM111518A014,0.6414254530317473
JUM111518A015,0.4188988955544096
JUM111518A016,0.49588006640527593
JUM111518A017,0.7984475889545252
JUM111518A018,0.4023781602589829
JUM111518A019,0.42753026698574237
JUM111518A020,0.5195031993489736
JUM111518A021,0.5356815211510277
JUM111518A025,0.7819493615622793
JUM111518A026,0.9401689408517465
JUM111518A027,0.8010869747454745
NAR061119001,1.135363700207015
NAR061119002,0.46664366140852115
NAR061119003,0.5427790013721847
NAR061119004,0.6494491985269104
NAR061119005,0.6226461825303305
NAR061119006,0.7043546724248507
NAR061119007,1.637212030543686
NAR061119008,1.562949472453822
NAR061119009,1.0845845892038786
NAR061119026,0.5569603601529738
NAR061119027,0.5885831074234358
NAR061119029,0.5303891525589013
NAR061119030,0.5746918523930032
NAR061119031,0.8659224464751782
NAR061119032,1.2537402531392032
NAR061119033,0.720999762529825
NAR061119034,1.8362843431282396
NAR061119035,1.5394717244394338
NAR061219001,0.8313807034080741
NAR061219002,0.48971906206647914
NAR061219003,0.5560847054551658
NAR061219004,2.3436133644948094
NAR061219005,1.044828812189044
NAR061219006,1.4316911024215775
NAR061219007,0.6920442069728177
NAR061219008,0.894186769201003
NAR061219009,0.9632358981916649
NAR061219010,0.5289010512864709
NAR061219012,0.7778077156068711
NAR061219013,0.7726329461393114
NAR061219014,0.8035077986288383
NAR061219015,1.8054030912693926
NAR061219020,1.7597610417600602
NAR061219021,1.2134614127563852
NAR061319035,1.4747208859630137
NAR061319036,1.1827862370457842
NAR061319037,0.9967051444219439
NAR061319038,1.130221355254566
NAR061319039,0.8794102131010524
NAR061319040,0.8965494436880628
NAR061319041,1.2559154455587567
NAR061319042,0.9114138133811885
NAR061419001,1.404316327903609
NAR061419002,0.5720520788223699
NAR061419003,0.5118573156561032
NAR061419004,0.9183059207092952
NAR061419005,0.9382045439725173
NAR061419006,0.724596555161162
NAR061419007,0.6772923532780117
NAR061419008,0.7302986641198551
NAR061419009,1.0303804434404387
NAR061419010,0.5659853872226615
NAR061419011,0.9435585934919954
NAR061419012,1.4515127949184217
NAR061419013,0.5716102432682235
NAR061419014,0.9754309655066334
NAR061419015,0.6031517613557583
NAR061419016,0.5949871721493107
NAR061419017,1.444443968453636
NAR061419018,1.3716666139266207
NAR061419019,1.3340687249490026
NAR061419020,1.60183197593329
NAR061419021,1.2717279698259885
NAR061419022,1.342989169540195
NAR061419023,1.2223860768868275
NAR061419024,1.6654130975598564
NAR061419025,0.5262649317093724
NAR061419026,1.3548533031840282
NAR061419027,1.333583214332581
NAR061419028,1.9486641939305307
NAR061419029,1.3065323867528944
NAR061419030,1.4002785126649915
NAR061419031,1.3624591269170778
NAR061419032,0.8690400715266979
NAR061419033,0.9354161933877315
NAR061419034,1.3371363514234331
NAR061419035,0.9225488685686629
NAR061419036,1.1930686656659335
NAR061419037,0.47927200519113705
NAR061419038,1.456160622711928
NAR061419039,1.075378008038707
NAR061419040,0.9510634628088344
NST110719001,0.9054976134386766
NST110719002,0.8776213779184417
NST110719003,0.6462228503753145
NST110719004,0.647115070537238
NST110719005,0.8953790707480284
NST110719006,0.7957214118849347
NST110719007,0.8990166782361693
NST110719008,0.7018839388077883
NST110719009,0.6519456008602484
NST110719010,0.8711966717071385
NST110719011,0.725510084976026
NST110719012,0.710508953767523
NST110719013,1.111728223689158
NST110719014,0.8203674899635356
NST110719015,0.595991820130199
NST110719016,1.1781855018555967
NST110719017,0.8147924614187966
NST110719018,0.7011167216262855
NST110719019,0.7032693557800045
NST110719020,0.8292022082148232
NST110719021,0.5489733528255111
NST110719022,0.8479118026315585
NST110719023,0.8317273451220237
NST110719024,0.7411322287381571
NST110719025,0.61714352724305
NST110719026,0.7009599005501702
NST110719027,0.7877353351621601
NST110719028,0.7556715909754127
NST110719029,0.676886718498786
NST110719030,1.050585570809912
NST110719031,1.0439189642117237
NST110719032,0.7603733635663695
NST110719033,0.8876732407942806
NST110719034,0.8291924033468869
NST110719035,0.8545229441900877
NST110719036,0.757142082053883
NST110719037,0.6207433925515706
NST110719038,0.6028666603220463
NST110719039,0.9133655020851326
NST110719040,0.7022107608781806
NST110719041,0.5899501505453787
NST110719042,0.7513821888032131
NST110719043,0.8463732002017612
NST110719044,0.6337673806995613
NST110719045,0.6003071728746997
NST110719046,1.0320585090715513
NST110719047,0.8190107263262063
NST110719048,1.2021295532301295
NST110719049,1.2120911389916147
NST110719050,0.7614869392816617
NST110719051,0.6901394627119136
NST110719052,0.6704345277647373
NST110719053,1.179069052934698
NST110719054,1.0352965209352962
NST110719055,0.5628355440397561
NST110719056,0.9927031447556123
NST110719057,1.2342524024472525
NST110719058,0.8349785221295017
NST110719059,0.9059923601008173
NST110719060,0.7931102617783783
NST110719061,1.1055664122551485
NST110719062,0.8422825008621756
NST110719063,0.9205304715968659
NST110719064,1.0038298924254503
NST110719065,0.7257599412236705
NST110719066,1.1071572732653399
NST110719067,0.6171923892581971
NST110719068,0.5497188830389412
NST110719069,0.4914380035586836
NST110719070,0.7143541021543489
NST110719071,0.5766706240896127
NST110719072,0.6173316958885238
PRW111219001,0.9942852968567107
PRW111219002,0.7254817235041457
PRW111219003,0.5055352049849963
PRW111219004,0.41410751451906946
PRW111219005,0.6993938552335147
PRW111219006,0.7177642444260286
PRW111219007,0.631243859056226
PRW111219008,0.5006055536228836
PRW111219009,0.7861762027381317
PRW111219010,0.48064519274728684
PRW111219011,0.689326152893813
PRW111219012,0.9161118454500075
PRW111219013,0.6327330884059804
PRW111219014,0.7852759196000677
PRW111219015,0.9375565826546219
PRW111219016,0.9344276359669111
PRW111219017,0.7680080780408206
PRW111219018,0.461998996430005
PRW111219019,0.4162387794008436
PRW111219020,0.6810358221081539
PRW111219021,0.6462361468225969
PRW111219022,0.5282324611508165
PRW111219023,0.9197893483642362
PRW111219024,0.6298345719394225
PRW111219025,0.6712655409527503
PRW111219026,0.5319555248177124
PRW111219027,0.4398549760876954
PRW111219028,0.9330223694067151
PRW111219029,1.1411107380931882
PRW111219030,0.6915743473797532
PRW111219031,0.9322097226126309
PRW111219032,0.6061261923534638
PRW111219033,0.621653589086579
PRW111219034,0.7757648986268161
PRW111219035,0.9954857452586365
PRW111219036,0.52894229778
PRW111219037,0.5581759652726497
PRW111219038,0.8073084228579719
PRW111219039,0.9526592816845157
PRW111219040,0.6205155770620322
PRW111219041,0.6049508757207663
PRW111219042,0.6393983387616347
PRW111219043,0.47106638809358353
PRW111219044,0.5766666096612711
PRW111219045,0.47526721417101825
PRW111219046,0.6974298706160518
PRW111219047,0.3860585791776837
PRW111219048,0.7206105693555167
PRW111219049,0.5679124090420564
PRW111219050,0.4310999204897695
PRW111219051,0.369806518785243
PRW111219053,0.4893167344725673
PRW111219054,0.38953715680088424
PRW111219056,0.34901282892055874
PRW111219057,0.5735091907590358
PRW111219058,0.4123289944551205
PRW111219060,0.7679278948380366
PRW111219061,0.9596808915873438
PRW111219062,0.7462493949502351
PRW111219063,0.5902434032576179
PRW111219065,0.6230449484562381
PRW111219066,0.40866839047576836
PRW111219067,0.523357511331583
PRW111219069,0.3629793693566695
PRW111219070,0.2789015927545237
PRW111219071,0.49602496273088564
PRW111219072,0.6679468556827208
PRW111219073,0.6634651503123086
PRW111219074,0.37060453336831967
PRW111219075,0.4319473224641163
PRW111219076,0.39384718029583055
PRW111219077,0.45939049738324034
PRW111219079,0.39406957946536914
PRW111219080,0.21241555273443563
PRW111219081,0.4646683604793458
PRW111219082,0.4258707671165083
PRW111219083,0.6287802579403867
PRW111219084,0.6145935360630803
PRW111219085,0.4241715934102678
PRW111219086,0.34010684412846226
PRW111219087,0.3760077978749341
PRW111219088,0.37437663313475383
