fishid,waterbody,reading,reader,rep,light_type,id,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21,rad22,rad23,rad24,rad25
JAX111419086,JAX,JRS_1,JRS,1,R,R-JAX111419086,1,0.6472827620112573,0.43432104095247154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419086,JAX,LEL_1,LEL,1,R,R-JAX111419086,1,0.5746886086570993,0.44036983142738756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419086,JAX,LSR_1,LSR,1,R,R-JAX111419086,2,0.531185488292463,0.37850715294257087,0.46642168554247976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419086,JAX,MJS_1,MJS,1,R,R-JAX111419086,1,0.5659851024413679,0.43005992699370255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419087,JAX,CJF_1,CJF,1,R,R-JAX111419087,1,0.578030546527853,0.3717265170596853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419087,JAX,CJF_2,CJF,2,R,R-JAX111419087,1,0.672481302000707,0.4182893801598242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419087,JAX,JRS_1,JRS,1,R,R-JAX111419087,1,0.5139790736597529,0.3083863957027205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419087,JAX,LEL_1,LEL,1,R,R-JAX111419087,1,0.6127192563882096,0.37762883476777837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419087,JAX,LSR_1,LSR,1,R,R-JAX111419087,2,0.5350282392794898,0.24805135989341998,0.49663706646148353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419087,JAX,MJS_1,MJS,1,R,R-JAX111419087,1,0.5917290934113549,0.3839773082270425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419088,JAX,CJF_1,CJF,1,R,R-JAX111419088,1,0.6907531251229458,0.49486011906594574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419088,JAX,CJF_2,CJF,2,R,R-JAX111419088,1,0.6811376390267366,0.4786696619729119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419088,JAX,JRS_1,JRS,1,R,R-JAX111419088,1,0.7212118927164674,0.5224024811639939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419088,JAX,LEL_1,LEL,1,R,R-JAX111419088,1,0.6976703114831198,0.49890357326404394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419088,JAX,LSR_1,LSR,1,R,R-JAX111419088,1,0.6681167432479205,0.48351478387608493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419088,JAX,MJS_1,MJS,1,R,R-JAX111419088,1,0.6557549371074403,0.4619636318526538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419089,JAX,CJF_1,CJF,1,R,R-JAX111419089,1,0.7123332486063458,0.48545289415746534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419089,JAX,CJF_2,CJF,2,R,R-JAX111419089,1,0.677307764559165,0.4642938100307525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419089,JAX,JRS_1,JRS,1,R,R-JAX111419089,1,0.7525397807306807,0.5452128127935382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419089,JAX,LEL_1,LEL,1,R,R-JAX111419089,1,0.7347533983682255,0.503622636090731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419089,JAX,LSR_1,LSR,1,R,R-JAX111419089,1,0.537680998046221,0.405977486237326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419089,JAX,MJS_1,MJS,1,R,R-JAX111419089,1,0.7145972254080459,0.504087069408142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419090,JAX,CJF_1,CJF,1,R,R-JAX111419090,1,0.5720043899275064,0.3931791458316617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419090,JAX,CJF_2,CJF,2,R,R-JAX111419090,1,0.5657476560331552,0.3862576581467123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419090,JAX,JRS_1,JRS,1,R,R-JAX111419090,1,0.6450789130046017,0.4512536548890501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419090,JAX,LEL_1,LEL,1,R,R-JAX111419090,1,0.6671119447629568,0.48424052888751085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419090,JAX,LSR_1,LSR,1,R,R-JAX111419090,1,0.64880775222002,0.47480890622342203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419090,JAX,MJS_1,MJS,1,R,R-JAX111419090,1,0.597506186845878,0.41229420499186237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419091,JAX,CJF_1,CJF,1,R,R-JAX111419091,0,0.4300572424551156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419091,JAX,CJF_2,CJF,2,R,R-JAX111419091,0,0.46598322990486046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419091,JAX,JRS_1,JRS,1,R,R-JAX111419091,0,0.42259694267306175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419091,JAX,LEL_1,LEL,1,R,R-JAX111419091,0,0.47336961055751275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419091,JAX,LSR_1,LSR,1,R,R-JAX111419091,1,0.44068132864140447,0.3527469965497939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419091,JAX,MJS_1,MJS,1,R,R-JAX111419091,0,0.4506224676523554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419092,JAX,CJF_1,CJF,1,R,R-JAX111419092,0,0.516976884138796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419092,JAX,CJF_2,CJF,2,R,R-JAX111419092,0,0.5009542518173109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419092,JAX,JRS_1,JRS,1,R,R-JAX111419092,0,0.3779618098271573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419092,JAX,LEL_1,LEL,1,R,R-JAX111419092,1,0.4946311631474156,0.311290054458557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419092,JAX,LSR_1,LSR,1,R,R-JAX111419092,1,0.44468823949819736,0.3244054937412463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419092,JAX,MJS_1,MJS,1,R,R-JAX111419092,0,0.5038926200446899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419093,JAX,CJF_1,CJF,1,R,R-JAX111419093,4,1.0804469138302237,0.6267699525843147,0.7816340251473786,0.8851575027776775,0.9762031173776804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419093,JAX,CJF_2,CJF,2,R,R-JAX111419093,5,1.123451426201354,0.4626833758106153,0.6689884276831402,0.8118882971366215,0.9250155016518223,1.0281175706552395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419093,JAX,JRS_1,JRS,1,R,R-JAX111419093,5,1.02147273725322,0.3899714533138867,0.5888778781285772,0.732422481285319,0.8377546392026561,0.9367175891963975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419093,JAX,LEL_1,LEL,1,R,R-JAX111419093,5,1.0555768318602181,0.40258897245299025,0.6033701025410092,0.7597278395018106,0.8599900655112009,0.9531553544890973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419093,JAX,LSR_1,LSR,1,R,R-JAX111419093,4,1.0166245015880158,0.6075992853413279,0.7466545138336763,0.8395359332489113,0.9438273546181729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419093,JAX,MJS_1,MJS,1,R,R-JAX111419093,5,1.0034218380995807,0.4076774645778299,0.5831483402268187,0.685364599759522,0.8141673556026778,0.8872151155513567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419094,JAX,CJF_1,CJF,1,R,R-JAX111419094,3,0.7632373669675228,0.356255876455729,0.5248077796127282,0.6397430103127204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419094,JAX,CJF_2,CJF,2,R,R-JAX111419094,3,0.8019735959694119,0.3861000833425657,0.5602288588371032,0.6750615687411454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419094,JAX,JRS_1,JRS,1,R,R-JAX111419094,3,0.7663241400169781,0.3775496345028765,0.5413724456546969,0.6538807409885364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419094,JAX,LEL_1,LEL,1,R,R-JAX111419094,3,0.793916013609169,0.3837353146397157,0.5542442962513536,0.6735534628654037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419094,JAX,LSR_1,LSR,1,R,R-JAX111419094,3,0.7387631359984992,0.3650056191100604,0.5361824433048347,0.63824501592623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419094,JAX,MJS_1,MJS,1,R,R-JAX111419094,3,0.768732759115927,0.375457079262695,0.531844759502925,0.6763588370612909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419095,JAX,CJF_1,CJF,1,R,R-JAX111419095,3,0.8404401467064524,0.4240007106186594,0.5926006617295688,0.7427647472572116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419095,JAX,CJF_2,CJF,2,R,R-JAX111419095,3,0.8391969803005503,0.43945185061336595,0.6160985791010303,0.747390011289085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419095,JAX,JRS_1,JRS,1,R,R-JAX111419095,3,0.7615730130382508,0.3673684885559596,0.5167454079390155,0.6312557642536265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419095,JAX,LEL_1,LEL,1,R,R-JAX111419095,3,0.8617743160603071,0.43403213173999183,0.5917292712620824,0.7159270752690837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419095,JAX,LSR_1,LSR,1,R,R-JAX111419095,3,0.8742755939242327,0.4662803167595908,0.6032501598077203,0.7662240974443661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419095,JAX,MJS_1,MJS,1,R,R-JAX111419095,3,0.800424591240498,0.3953431088703044,0.5450318109601135,0.6783819284502847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419096,JAX,CJF_1,CJF,1,R,R-JAX111419096,2,0.7912668324520272,0.44420630167364183,0.6391786588209587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419096,JAX,CJF_2,CJF,2,R,R-JAX111419096,2,0.793238505164213,0.4517038176748863,0.6436087550587872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419096,JAX,JRS_1,JRS,1,R,R-JAX111419096,1,0.7450449807298858,0.6037109808478467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419096,JAX,LEL_1,LEL,1,R,R-JAX111419096,2,0.7885896979231493,0.46914021153799523,0.6666406814683126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419096,JAX,LSR_1,LSR,1,R,R-JAX111419096,2,0.5544147871066094,0.3807618195234667,0.4682108016323974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419096,JAX,MJS_1,MJS,1,R,R-JAX111419096,2,0.8157685121528586,0.4630215072651118,0.6703344290002136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419097,JAX,CJF_1,CJF,1,R,R-JAX111419097,3,0.8154732534782162,0.4819679743093398,0.6202154077078053,0.7301963305520679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419097,JAX,CJF_2,CJF,2,R,R-JAX111419097,3,0.9604266764283081,0.6169310351022377,0.7652088970072832,0.8754034656497216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419097,JAX,JRS_1,JRS,1,R,R-JAX111419097,2,0.8689371339576958,0.18781119336786664,0.3166858540337322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419097,JAX,LEL_1,LEL,1,R,R-JAX111419097,4,0.7504941591830184,0.2907984102156248,0.47829999583463023,0.5789832071313159,0.6620735775626165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419097,JAX,LSR_1,LSR,1,R,R-JAX111419097,3,0.7691650570923179,0.47380959132730094,0.5947136903013223,0.6995666445600468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419097,JAX,MJS_1,MJS,1,R,R-JAX111419097,4,0.798618379556241,0.2614917036683638,0.4967147115494931,0.6104045444766178,0.7114945243552044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419098,JAX,CJF_1,CJF,1,R,R-JAX111419098,3,0.7445458030050254,0.3440648718759875,0.48519544307053764,0.6034152318104749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419098,JAX,CJF_2,CJF,2,R,R-JAX111419098,3,0.7373448807180487,0.3544015856641292,0.4908466060181168,0.6031174940586079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419098,JAX,JRS_1,JRS,1,R,R-JAX111419098,3,0.726948955411157,0.3447992149642431,0.48508884886634057,0.6098908182646866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419098,JAX,LEL_1,LEL,1,R,R-JAX111419098,3,0.7508395350813143,0.3732747590108781,0.5174263406551252,0.643872909600939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419098,JAX,LSR_1,LSR,1,R,R-JAX111419098,3,0.7416907739051001,0.3866390359442272,0.5013366160162088,0.6370173331153705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419098,JAX,MJS_1,MJS,1,R,R-JAX111419098,3,0.7605641634003648,0.38783958438500016,0.5304935085649518,0.6422434889655535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419099,JAX,CJF_1,CJF,1,R,R-JAX111419099,3,0.5582815954564943,0.27377340214764306,0.3741151721531229,0.48519325868978436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419099,JAX,CJF_2,CJF,2,R,R-JAX111419099,3,0.5830514930108158,0.31165598634499075,0.42888763673537034,0.5204622302220114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419099,JAX,JRS_1,JRS,1,R,R-JAX111419099,2,0.9493776869152928,0.45454882606096897,0.673636363535882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419099,JAX,LEL_1,LEL,1,R,R-JAX111419099,3,1.0428488861141054,0.5558439332927212,0.7561235601925235,0.9099320284949335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419099,JAX,LSR_1,LSR,1,R,R-JAX111419099,3,0.585152198508265,0.3471942817381919,0.4288687983664332,0.5329700258042197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419099,JAX,MJS_1,MJS,1,R,R-JAX111419099,3,1.040564606847444,0.4916232103560153,0.7210184271919842,0.8712366303563223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419100,JAX,CJF_1,CJF,1,R,R-JAX111419100,0,0.45956814578518784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419100,JAX,CJF_2,CJF,2,R,R-JAX111419100,0,0.48160159520491264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419100,JAX,JRS_1,JRS,1,R,R-JAX111419100,0,0.305325878621585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419100,JAX,LEL_1,LEL,1,R,R-JAX111419100,1,0.5095988435544261,0.31950464684530727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419100,JAX,LSR_1,LSR,1,R,R-JAX111419100,2,0.5105227557738206,0.33930221233599217,0.4580731747562007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419100,JAX,MJS_1,MJS,1,R,R-JAX111419100,0,0.4304382632148306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419101,JAX,CJF_1,CJF,1,R,R-JAX111419101,4,0.9932815831294337,0.4290836862494655,0.6315705442782357,0.7690096715666721,0.899289590964324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419101,JAX,CJF_2,CJF,2,R,R-JAX111419101,4,1.0046333482079324,0.40940720178894485,0.6302671595542636,0.8076362189960082,0.9027096850763928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419101,JAX,JRS_1,JRS,1,R,R-JAX111419101,3,0.986466858121388,0.4295118357695015,0.6576040069570412,0.7997677785773489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419101,JAX,LEL_1,LEL,1,R,R-JAX111419101,4,0.9981522170677103,0.4508518077932524,0.6577978421891273,0.8109359993545896,0.9237162858602227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419101,JAX,LSR_1,LSR,1,R,R-JAX111419101,4,1.0177477937129251,0.5165245845372098,0.6892683398350061,0.8237586567290678,0.9149342479949809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419101,JAX,MJS_1,MJS,1,R,R-JAX111419101,4,0.9387347344072109,0.37290636838868274,0.578765992889533,0.7044794528436239,0.8509940206258959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419102,JAX,CJF_1,CJF,1,R,R-JAX111419102,5,1.0866497749967534,0.45403965989863876,0.6445112236912826,0.7642593350309812,0.8800164290687,0.9725825617133766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419102,JAX,CJF_2,CJF,2,R,R-JAX111419102,5,1.0536074946648715,0.4605271263927987,0.6321644967989233,0.7696044519607148,0.861782554677506,0.9575563600411819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419102,JAX,JRS_1,JRS,1,R,R-JAX111419102,5,1.0234605388526747,0.4208726835009026,0.6125977329317345,0.7433478665978245,0.8343524151024541,0.9370681165826891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419102,JAX,LEL_1,LEL,1,R,R-JAX111419102,5,1.034544713881254,0.4385011487784177,0.6024325156534784,0.766851059973604,0.834460991143971,0.95310498083235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419102,JAX,LSR_1,LSR,1,R,R-JAX111419102,5,1.0288583897685932,0.4687845404636023,0.6419435725427307,0.7896436238845469,0.8595134594168863,0.9229888911200498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419102,JAX,MJS_1,MJS,1,R,R-JAX111419102,5,1.0542826797660934,0.4356437882799066,0.6129902132439458,0.7572718693355202,0.8417468518097646,0.931819474294376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419103,JAX,CJF_1,CJF,1,R,R-JAX111419103,3,0.8310554913401698,0.4285473923302951,0.5702198069306552,0.6983573496994188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419103,JAX,CJF_2,CJF,2,R,R-JAX111419103,3,0.821965057401516,0.4097184643539691,0.577937318313232,0.711689940523261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419103,JAX,JRS_1,JRS,1,R,R-JAX111419103,3,0.8131474307836161,0.44585841333571785,0.6003588731266244,0.7080310500546801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAX111419103,JAX,LEL_1,LEL,1,R,R-JAX111419103,3,0.8524128195080551,0.46287574114481106,0.6273635882418241,0.7539321941139653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
