fishid,waterbody,reading,reader,rep,light_type,id,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21,rad22,rad23,rad24,date,date2
NAR041421013,NAR,CJF_1,CJF,1,R,R-NAR041421013,2,0.7006653276404626,0.4683949071806091,0.7006653276404626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421014,NAR,CJF_1,CJF,1,R,R-NAR041421014,2,0.7020024217774745,0.5170665002305551,0.7020024217774745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421015,NAR,CJF_1,CJF,1,R,R-NAR041421015,2,0.6579461622095095,0.42600604765313965,0.6579461622095095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421016,NAR,CJF_1,CJF,1,R,R-NAR041421016,15,1.5824099356519565,0.4186993880992791,0.5998429949199136,0.733582441326065,0.8400447947422476,0.9150357128930451,0.9955439825911045,1.07636191703551,1.1367431193090545,1.199066660347136,1.259757527367026,1.325965745934179,1.38828928697226,1.4412107989340062,1.507109352754814,1.5824099356519565,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421017,NAR,CJF_1,CJF,1,R,R-NAR041421017,8,1.4076809920901214,0.464214317581038,0.6297082635812769,0.8121378550070063,0.9465691626824089,1.071218604318214,1.1891886680877473,1.2887621252813464,1.4076809920901214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421018,NAR,CJF_1,CJF,1,R,R-NAR041421018,2,0.7122477811737038,0.48394224578373246,0.7122477811737038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421019,NAR,CJF_1,CJF,1,R,R-NAR041421019,13,1.658856512738007,0.34469422915659,0.5683174304818184,0.7547786437567178,0.878569084340922,1.0142712458012841,1.101675250733753,1.1727627791491726,1.28567556872201,1.3597410273564687,1.424355660401412,1.5030843921429602,1.5882860192549841,1.658856512738007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421020,NAR,CJF_1,CJF,1,R,R-NAR041421020,7,1.194289852475543,0.37600841929227324,0.617200054700408,0.7894419304307543,0.9128554366780113,1.0131973407232555,1.0849647889442338,1.194289852475543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421021,NAR,CJF_1,CJF,1,R,R-NAR041421021,6,1.1549072232898128,0.4315464180324869,0.6680096051400813,0.8448954496081016,0.9397187203583022,1.0426661741957166,1.1549072232898128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421022,NAR,CJF_1,CJF,1,R,R-NAR041421022,12,1.6510921404480263,0.3676750391002459,0.6392632363975946,0.7872003078673994,0.9074058981918618,1.004215286519515,1.1009410762868201,1.1907757950479634,1.2654668773076212,1.3428809485456046,1.416849484280507,1.5391391156188878,1.6510921404480263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421023,NAR,CJF_1,CJF,1,R,R-NAR041421023,7,1.2411645346461049,0.36970858478820157,0.6573356717193761,0.7981770373529762,0.9520685228944681,1.047815173140422,1.1365356790952537,1.2411645346461049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421024,NAR,CJF_1,CJF,1,R,R-NAR041421024,4,0.8935151374977446,0.41917061884324797,0.5978520735619566,0.7229596524498796,0.8935151374977446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421025,NAR,CJF_1,CJF,1,R,R-NAR041421025,5,0.9945125505280502,0.4384038099102558,0.6218666172256905,0.7622980939337763,0.8656248636198844,0.9945125505280502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421026,NAR,CJF_1,CJF,1,R,R-NAR041421026,13,1.4879860225207697,0.3760123213220767,0.5739332115772329,0.7026378454871668,0.7939783128445602,0.9021177652678737,0.9608704205342007,1.029812241137035,1.1096789493747599,1.1844948674086226,1.2656461694295091,1.3411978097617554,1.4144546982700685,1.4879860225207697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421027,NAR,CJF_1,CJF,1,R,R-NAR041421027,14,1.6526213504188507,0.3630131741799275,0.6219624314668859,0.7959259696552224,0.9355288334834364,1.0397891291389256,1.1239893331874669,1.1907146319121666,1.2518768005456127,1.327143173169713,1.3940648506569326,1.4580085843360058,1.5187779954444112,1.5803329216028972,1.6526213504188507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421028,NAR,CJF_1,CJF,1,R,R-NAR041421028,7,1.2704143810968611,0.5290098364782465,0.7380618295466916,0.8725477962377075,1.0003483327848768,1.0952725010041753,1.1754902128775644,1.2704143810968611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421029,NAR,CJF_1,CJF,1,R,R-NAR041421029,16,1.6356869774215008,0.5983592728797382,0.7293818318968528,0.8533914019499347,0.9248953547123662,1.0044700332164678,1.0643967657552136,1.1284796032695497,1.1875900832401696,1.2374054586169296,1.28722083399369,1.3525280503602157,1.4174271404426781,1.4908050825508736,1.5240708801602312,1.5827732338467875,1.6356869774215008,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421030,NAR,CJF_1,CJF,1,R,R-NAR041421030,5,0.9722810209124028,0.48868085980618464,0.6585684507114249,0.7470412726785335,0.8436294812778424,0.9722810209124028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421031,NAR,CJF_1,CJF,1,R,R-NAR041421031,10,1.2390041580541602,0.44659569543194055,0.6005915574173645,0.71224048127535,0.802376974931153,0.8952251576946552,0.9878537794276914,1.0478651751262296,1.097688497485368,1.1701605335700729,1.2390041580541602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421032,NAR,CJF_1,CJF,1,R,R-NAR041421032,11,1.239878865316383,0.3757831054361812,0.5720934287069749,0.675177294047027,0.7495123846421967,0.8023549141754128,0.8965404633438931,0.9651257989900863,1.0363123283626605,1.1132486126842116,1.1786853871078091,1.239878865316383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041421033,NAR,CJF_1,CJF,1,R,R-NAR041421033,11,1.4477507732292365,0.4654393074324827,0.6530015853197038,0.7783399897208545,0.8798910926476838,0.9741068667024136,1.041948915822879,1.1318397259731867,1.207038491172522,1.2856929500540415,1.3531110576667724,1.4477507732292365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041421,2021-04-14
NAR041521001,NAR,CJF_1,CJF,1,R,R-NAR041521001,1,0.41778414108746664,0.41778414108746664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521002,NAR,CJF_1,CJF,1,R,R-NAR041521002,1,0.5287205082503023,0.5287205082503023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521003,NAR,CJF_1,CJF,1,R,R-NAR041521003,2,0.684857582170512,0.46414752994206965,0.684857582170512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521004,NAR,CJF_1,CJF,1,R,R-NAR041521004,1,0.7464903955088094,0.7464903955088094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521005,NAR,CJF_1,CJF,1,R,R-NAR041521005,2,0.6678830582334194,0.4433959406967991,0.6678830582334194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521006,NAR,CJF_1,CJF,1,R,R-NAR041521006,5,1.1795029037230618,0.5537456615735251,0.7585405938881139,0.895114760695281,1.0420141920968282,1.1795029037230618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521007,NAR,CJF_1,CJF,1,R,R-NAR041521007,5,0.9951565719304061,0.44936968833047525,0.661885567131218,0.7748857887389208,0.9000549757111184,0.9951565719304061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521008,NAR,CJF_1,CJF,1,R,R-NAR041521008,17,1.8114587991712312,0.5105886119624242,0.7104574376309819,0.8167642277798157,0.9197907842675952,0.9999911018981027,1.072878592176291,1.1441259656239522,1.2153733390716137,1.2825881188280108,1.352195375445144,1.4181462183861206,1.4910337086643077,1.5639211989424966,1.6318883387291048,1.6938065879788147,1.7438678393997302,1.8114587991712312,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521009,NAR,CJF_1,CJF,1,R,R-NAR041521009,5,1.0324024800510578,0.4992440074628558,0.6810808743861424,0.8197930674220522,0.9483117265285949,1.0324024800510578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521010,NAR,CJF_1,CJF,1,R,R-NAR041521010,5,0.9825646374204214,0.4515263049419,0.6409995470068481,0.7442160341506425,0.8653046056698601,0.9825646374204214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521011,NAR,CJF_1,CJF,1,R,R-NAR041521011,7,1.3410884430012309,0.4065408886310957,0.7069403412806949,0.899531060048683,1.056152542838011,1.1694797785541287,1.2712936397726284,1.3410884430012309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521012,NAR,CJF_1,CJF,1,R,R-NAR041521012,1,0.5026133491651734,0.5026133491651734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521013,NAR,CJF_1,CJF,1,R,R-NAR041521013,2,0.6762316976659108,0.48872803068631804,0.6762316976659108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521014,NAR,CJF_1,CJF,1,R,R-NAR041521014,2,0.6513297636001047,0.4291344198320971,0.6513297636001047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521015,NAR,CJF_1,CJF,1,R,R-NAR041521015,11,1.5169245114201264,0.5200803050986667,0.6576304194830166,0.7872476379798783,0.8905208881450623,1.01392730624258,1.0802056173081551,1.1747713209473944,1.255635985807492,1.3331185895256112,1.4189767466389072,1.5169245114201264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521016,NAR,CJF_1,CJF,1,R,R-NAR041521016,9,1.3308710209871935,0.4662109309698441,0.6518596506775427,0.7873971794735997,0.9123029427806157,1.0104431853789855,1.0996615877411398,1.1791997369715312,1.2481061207128807,1.3308710209871935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521017,NAR,CJF_1,CJF,1,R,R-NAR041521017,10,1.5527267027988125,0.5010195635405565,0.7026066463900509,0.8078058484684417,0.9483673692460208,1.067671307304517,1.181195991666704,1.2716036612436539,1.381409481473532,1.4537925934402198,1.5527267027988125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521018,NAR,CJF_1,CJF,1,R,R-NAR041521018,9,1.370108149351991,0.6134653755174028,0.7445829766704067,0.8462018159049618,0.9384504417703784,1.0434095957919818,1.1326432723663526,1.222527679932729,1.2926089044457993,1.370108149351991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521019,NAR,CJF_1,CJF,1,R,R-NAR041521019,5,1.0421091453542926,0.5054541909952204,0.7093295970544771,0.8161306890235334,0.9115112734525657,1.0421091453542926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521020,NAR,CJF_1,CJF,1,R,R-NAR041521020,12,1.50354700696882,0.5608918114456015,0.7054167594229137,0.8212617399608115,0.922485459083942,0.9863314613041465,1.046840670621978,1.1451026337694803,1.2259690979899611,1.3009120502591862,1.3645705340160175,1.4367392487729873,1.50354700696882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521021,NAR,CJF_1,CJF,1,R,R-NAR041521021,5,1.0253617064772818,0.4410894587497197,0.6205587749000687,0.7939201182683968,0.91722474399899,1.0253617064772818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521022,NAR,CJF_1,CJF,1,R,R-NAR041521022,5,1.1573347346712688,0.5974470697141633,0.7960504095544841,0.9420967041468192,1.050124981957344,1.1573347346712688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521023,NAR,CJF_1,CJF,1,R,R-NAR041521023,11,1.3197454262256256,0.294290856935856,0.5498138758122253,0.6634047846025265,0.7782954701850978,0.8447546211442164,0.9070883381192935,0.9998259733821584,1.0718233869212028,1.1645610221840683,1.2344957187310928,1.3197454262256256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521024,NAR,CJF_1,CJF,1,R,R-NAR041521024,9,1.4810562086403105,0.506417997312078,0.7197879200547781,0.8851123037970682,1.0104485743406972,1.1235496688963813,1.21247848604682,1.2978266433917875,1.3858602955908583,1.4810562086403105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521025,NAR,CJF_1,CJF,1,R,R-NAR041521025,5,1.2858764159952523,0.5647428205474299,0.8282940743740546,0.9788947908464121,1.1497261800332095,1.2858764159952523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521026,NAR,CJF_1,CJF,1,R,R-NAR041521026,5,1.0295819674383182,0.42101770421283574,0.6576467618220285,0.7703357676620972,0.9344598323453196,1.0295819674383182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521027,NAR,CJF_1,CJF,1,R,R-NAR041521027,5,1.1418243089900981,0.5396617571510199,0.7828693312561885,0.907152755493616,1.0443092238864802,1.1418243089900981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521028,NAR,CJF_1,CJF,1,R,R-NAR041521028,4,0.8224808799406705,0.39394492886194965,0.5819238910876363,0.7056612151173774,0.8224808799406705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521029,NAR,CJF_1,CJF,1,R,R-NAR041521029,15,1.6061399844986362,0.47320292902149635,0.6479137365716208,0.7578752861998859,0.867170377691831,0.9828843005565148,1.0478089658409409,1.1304818016083744,1.1958975176665536,1.2591736232671538,1.322449728867753,1.3988791406250154,1.454438669894185,1.5172237247210318,1.5507558625920346,1.6061399844986362,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521030,NAR,CJF_1,CJF,1,R,R-NAR041521030,10,1.4265691108730714,0.5119529681956246,0.6957413971128217,0.8178971816573326,0.9010478206778009,1.0099304413596821,1.1167060685347485,1.1912047037381408,1.2617845100649177,1.334878482930434,1.4265691108730714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521031,NAR,CJF_1,CJF,1,R,R-NAR041521031,12,1.6867095666035026,0.4990350400980513,0.7047125358310075,0.850251292529538,0.972131805682166,1.052339492839381,1.1673799130879112,1.2880639944328334,1.3796718364302132,1.4699704139725118,1.528687055904481,1.595327389900877,1.6867095666035026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521032,NAR,CJF_1,CJF,1,R,R-NAR041521032,16,1.7471094375636502,0.5750677574935922,0.7486258294748368,0.8563198604557214,0.9530316997448225,1.0366625705555257,1.0905095860459688,1.1600246545601403,1.2185866405328762,1.275567266628064,1.3618143311344477,1.425608704498541,1.4940889391945815,1.562051756981555,1.6247821873771682,1.678629202867611,1.7471094375636502,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521033,NAR,CJF_1,CJF,1,R,R-NAR041521033,8,1.455877530680624,0.5282810339204327,0.7193225693922443,0.881828363797391,1.0098693744102683,1.1269768600397325,1.2470488670319992,1.3613767433922206,1.455877530680624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521034,NAR,CJF_1,CJF,1,R,R-NAR041521034,7,1.279090873486408,0.6255674260204427,0.7726358904663884,0.904400919617355,1.0189950041151157,1.1182856533178978,1.1887773665033323,1.279090873486408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041521YPE01,NAR,CJF_1,CJF,1,R,R-NAR041521YPE01,7,1.3033109450154554,0.3572655456149447,0.6029457833674439,0.8459285888549146,0.9716798262992394,1.0832148550315561,1.1861045165373734,1.3033109450154554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041521,2021-04-15
NAR041621001,NAR,CJF_1,CJF,1,R,R-NAR041621001,5,0.879555230919498,0.4115929968721959,0.5866580098602825,0.6963865217897558,0.7886122898231449,0.879555230919498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621002,NAR,CJF_1,CJF,1,R,R-NAR041621002,5,0.902784513342505,0.36387334324174414,0.5492246412781596,0.6882381148054704,0.795109781781478,0.902784513342505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621003,NAR,CJF_1,CJF,1,R,R-NAR041621003,7,1.461200052253455,0.5227250461439986,0.7731264820960158,0.9404679260699621,1.097330445388113,1.2170988360505486,1.3078733727812089,1.461200052253455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621004,NAR,CJF_1,CJF,1,R,R-NAR041621004,10,1.2564040420689957,0.4440073757399771,0.5341680209291473,0.641881923276922,0.7526328757852192,0.8579787717769989,0.9467749763169631,1.0369356215061343,1.113583625404012,1.193603201364674,1.2564040420689957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621005,NAR,CJF_1,CJF,1,R,R-NAR041621005,24,2.152606267219963,0.4835264569799998,0.6605442968895,0.8025040020481629,0.9246031509774024,1.0354076965300554,1.0983051780526147,1.1504952185091268,1.2266387909806868,1.3014180381903724,1.3656798449748058,1.453308021463746,1.5082267124440085,1.5633354040650649,1.6268200478981638,1.698093481632765,1.7594366372526553,1.7997449120220421,1.8484291390034708,1.9126909457879036,1.9635166609825416,2.0151195391285137,2.072179718321986,2.109569341926829,2.152606267219963,041621,2021-04-16
NAR041621006,NAR,CJF_1,CJF,1,R,R-NAR041621006,17,1.8153647947725142,0.4261470478097065,0.6437120219275132,0.7756487631884218,0.8806368031716094,0.9888191800302024,1.089218876863509,1.1638700928197148,1.2688581328029023,1.333926338132891,1.3918119736379033,1.486423106920709,1.5494971957759123,1.6087768375554004,1.6377196553079063,1.7013938543634202,1.7528908161176209,1.8153647947725142,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621007,NAR,CJF_1,CJF,1,R,R-NAR041621007,19,1.9684626102167497,0.4624815976748035,0.655265090086498,0.8420569172440375,0.9732447093520092,1.0571505363951446,1.149047126567565,1.2442736704081254,1.342830167916826,1.4220751854988123,1.5129722267336676,1.5762357180570798,1.6148586779105076,1.651151233033361,1.6987645049536417,1.7543685400032094,1.8186315802641864,1.8665761590399095,1.9218488872340354,1.9684626102167497,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621008,NAR,CJF_1,CJF,1,R,R-NAR041621008,9,1.60856948621521,0.6006755404376433,0.8123574604894017,0.9955489577698488,1.1222138904878165,1.2840615775285649,1.340588142091044,1.4050738537902847,1.517087307820022,1.60856948621521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621009,NAR,CJF_1,CJF,1,R,R-NAR041621009,14,1.5849248928647415,0.4411383906816054,0.6210489104915262,0.7301532068887548,0.8335615307123502,0.9149728317568607,0.9931427127568307,1.0639489361695231,1.1144258218167744,1.1884734652740077,1.2552514011267104,1.3423586747448542,1.4319205008920908,1.4986984367447937,1.5849248928647415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621010,NAR,CJF_1,CJF,1,R,R-NAR041621010,6,1.269970365898185,0.4528684090354628,0.6936653373651424,0.8226814358171511,0.9602323632711535,1.1437992104468406,1.269970365898185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621011,NAR,CJF_1,CJF,1,R,R-NAR041621011,5,1.0651868117058418,0.6536517699531664,0.8203645259465985,0.8864465814116326,0.9837000491591552,1.0651868117058418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621012,NAR,CJF_1,CJF,1,R,R-NAR041621012,23,2.0794055229823187,0.5141912420009076,0.6819511785570318,0.8182025231729471,0.9312820632302306,1.021639445360068,1.1026791438971992,1.1692518689397065,1.2399929876730003,1.3019476723935317,1.371626291966941,1.4428986602801783,1.5043220954207668,1.5466605167447554,1.6049780573544412,1.658677557642152,1.7201009927827402,1.7670574544287037,1.8259062446183323,1.8878609293388646,1.9358798901447147,1.9870047454814659,2.03138656217647,2.0794055229823187,NA,041621,2021-04-16
NAR041621013,NAR,CJF_1,CJF,1,R,R-NAR041621013,13,1.6442736803264506,0.4222802340338609,0.6165192304838749,0.789335394691924,0.9160194649020823,1.0147573998701644,1.101165481974189,1.193096071415793,1.275266484371136,1.3639602003265896,1.4406081059443534,1.4977852146174029,1.5656737394114357,1.6442736803264506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR041621014,NAR,CJF_1,CJF,1,R,R-NAR041621014,15,1.6503841357289375,0.6180638265120952,0.7469294419834163,0.8678273907611485,0.9708011987463991,1.0558508659391694,1.1238603067418145,1.1884036037777699,1.2704290844050279,1.3298079227123165,1.3854996386523255,1.414857589905086,1.4532881008543819,1.5180523764909262,1.5713828416671916,1.6503841357289375,NA,NA,NA,NA,NA,NA,NA,NA,NA,041621,2021-04-16
NAR101520001,NAR,CJF_1,CJF,1,R,R-NAR101520001,15,1.616197386830084,0.565920819421723,0.715947567817843,0.8175958803382193,0.9164057405159973,0.9668371648180317,1.0321569861138378,1.1059921644374375,1.1713119857332437,1.2156737733919287,1.2733530302117724,1.3278011027308654,1.3782325270328997,1.4528531692728064,1.5032845935748416,1.5516630294505847,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520002,NAR,CJF_1,CJF,1,R,R-NAR101520002,8,1.3581123511043793,0.43885123472100257,0.6408754549224894,0.787803113590669,0.9192637373179018,1.0236590155993668,1.123224940671978,1.1928200455699385,1.2711158490474053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520003,NAR,CJF_1,CJF,1,R,R-NAR101520003,4,1.090597063465431,0.5182292322766344,0.7463987562118055,0.8662910823226508,0.9852236477127355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520004,NAR,CJF_1,CJF,1,R,R-NAR101520004,1,0.6836172973696756,0.49449085851827057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520005,NAR,CJF_1,CJF,1,R,R-NAR101520005,1,0.6880397317827485,0.4644303887349226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520006,NAR,CJF_1,CJF,1,R,R-NAR101520006,1,0.6502120929225402,0.4312364258191562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520007,NAR,CJF_1,CJF,1,R,R-NAR101520007,4,1.0204634668175478,0.47616379272414006,0.6836534379453535,0.846746495958193,0.9488518959045027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520008,NAR,CJF_1,CJF,1,R,R-NAR101520008,0,0.47678373693000287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520009,NAR,CJF_1,CJF,1,R,R-NAR101520009,0,0.4160240070117726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520010,NAR,CJF_1,CJF,1,R,R-NAR101520010,0,0.6954332844468477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
NAR101520011,NAR,CJF_1,CJF,1,R,R-NAR101520011,0,0.6530695049351607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101520,2020-10-15
