fishid,waterbody,reading,reader,rep,light_type,id,agecap,ann,rad,radcap
RGR041019008,RGR,CJF_1,CJF,1,R,R-RGR041019008,8,2,0.6443823315079469,1.2673197319734257
RGR041019008,RGR,CJF_1,CJF,1,R,R-RGR041019008,8,3,0.7837527350660187,1.2673197319734257
RGR041019008,RGR,CJF_1,CJF,1,R,R-RGR041019008,8,4,0.9145153808757815,1.2673197319734257
RGR041019008,RGR,CJF_1,CJF,1,R,R-RGR041019008,8,5,1.0037365908725,1.2673197319734257
RGR041019008,RGR,CJF_1,CJF,1,R,R-RGR041019008,8,6,1.092283587733275,1.2673197319734257
RGR041019008,RGR,CJF_1,CJF,1,R,R-RGR041019008,8,7,1.1886152025498,1.2673197319734257
RGR041019008,RGR,CJF_1,CJF,1,R,R-RGR041019008,8,8,1.2673197319734257,1.2673197319734257
RGR041019009,RGR,CJF_1,CJF,1,R,R-RGR041019009,8,1,0.40706467999481766,1.2786865062626445
RGR041019009,RGR,CJF_1,CJF,1,R,R-RGR041019009,8,2,0.6187801365839692,1.2786865062626445
RGR041019009,RGR,CJF_1,CJF,1,R,R-RGR041019009,8,3,0.7499221873646065,1.2786865062626445
RGR041019009,RGR,CJF_1,CJF,1,R,R-RGR041019009,8,4,0.8449736510164747,1.2786865062626445
RGR041019009,RGR,CJF_1,CJF,1,R,R-RGR041019009,8,5,0.9639455843891145,1.2786865062626445
RGR041019009,RGR,CJF_1,CJF,1,R,R-RGR041019009,8,6,1.0602563433266567,1.2786865062626445
RGR041019009,RGR,CJF_1,CJF,1,R,R-RGR041019009,8,7,1.1561473371689748,1.2786865062626445
RGR041019009,RGR,CJF_1,CJF,1,R,R-RGR041019009,8,8,1.2786865062626445,1.2786865062626445
RGR041019010,RGR,CJF_1,CJF,1,R,R-RGR041019010,5,1,0.48772576933326167,1.3748327078234672
RGR041019010,RGR,CJF_1,CJF,1,R,R-RGR041019010,5,2,0.8006209339267274,1.3748327078234672
RGR041019010,RGR,CJF_1,CJF,1,R,R-RGR041019010,5,3,0.990278112695252,1.3748327078234672
RGR041019010,RGR,CJF_1,CJF,1,R,R-RGR041019010,5,4,1.1944403798698162,1.3748327078234672
RGR041019010,RGR,CJF_1,CJF,1,R,R-RGR041019010,5,5,1.3748327078234672,1.3748327078234672
RGR041019011,RGR,CJF_1,CJF,1,R,R-RGR041019011,5,1,0.4618612691406772,1.070577777285876
RGR041019011,RGR,CJF_1,CJF,1,R,R-RGR041019011,5,2,0.6940176571462715,1.070577777285876
RGR041019011,RGR,CJF_1,CJF,1,R,R-RGR041019011,5,3,0.8150984332604557,1.070577777285876
RGR041019011,RGR,CJF_1,CJF,1,R,R-RGR041019011,5,4,0.9527967139978,1.070577777285876
RGR041019011,RGR,CJF_1,CJF,1,R,R-RGR041019011,5,5,1.070577777285876,1.070577777285876
RGR041019012,RGR,CJF_1,CJF,1,R,R-RGR041019012,5,1,0.46716325160518096,1.0878500931549482
RGR041019012,RGR,CJF_1,CJF,1,R,R-RGR041019012,5,2,0.6824389840500633,1.0878500931549482
RGR041019012,RGR,CJF_1,CJF,1,R,R-RGR041019012,5,3,0.8490036434421911,1.0878500931549482
RGR041019012,RGR,CJF_1,CJF,1,R,R-RGR041019012,5,4,0.9690547237053717,1.0878500931549482
RGR041019012,RGR,CJF_1,CJF,1,R,R-RGR041019012,5,5,1.0878500931549482,1.0878500931549482
RGR041019013,RGR,CJF_1,CJF,1,R,R-RGR041019013,5,1,0.439176485990226,1.0934889125147715
RGR041019013,RGR,CJF_1,CJF,1,R,R-RGR041019013,5,2,0.6252526143764731,1.0934889125147715
RGR041019013,RGR,CJF_1,CJF,1,R,R-RGR041019013,5,3,0.7785229736525872,1.0934889125147715
RGR041019013,RGR,CJF_1,CJF,1,R,R-RGR041019013,5,4,0.9418645708325857,1.0934889125147715
RGR041019013,RGR,CJF_1,CJF,1,R,R-RGR041019013,5,5,1.0934889125147715,1.0934889125147715
RGR041019014,RGR,CJF_1,CJF,1,R,R-RGR041019014,8,1,0.5244991678580533,1.5297370138262674
RGR041019014,RGR,CJF_1,CJF,1,R,R-RGR041019014,8,2,0.7606665438040804,1.5297370138262674
RGR041019014,RGR,CJF_1,CJF,1,R,R-RGR041019014,8,3,0.9442516977063432,1.5297370138262674
RGR041019014,RGR,CJF_1,CJF,1,R,R-RGR041019014,8,4,1.0724533208254723,1.5297370138262674
RGR041019014,RGR,CJF_1,CJF,1,R,R-RGR041019014,8,5,1.1716669757027918,1.5297370138262674
RGR041019014,RGR,CJF_1,CJF,1,R,R-RGR041019014,8,6,1.2967191183510807,1.5297370138262674
RGR041019014,RGR,CJF_1,CJF,1,R,R-RGR041019014,8,7,1.4248511071239156,1.5297370138262674
RGR041019014,RGR,CJF_1,CJF,1,R,R-RGR041019014,8,8,1.5297370138262674,1.5297370138262674
RGR041019015,RGR,CJF_1,CJF,1,R,R-RGR041019015,8,1,0.49780780533233887,1.3739369745178396
RGR041019015,RGR,CJF_1,CJF,1,R,R-RGR041019015,8,2,0.7406791116796961,1.3739369745178396
RGR041019015,RGR,CJF_1,CJF,1,R,R-RGR041019015,8,3,0.8777996827816698,1.3739369745178396
RGR041019015,RGR,CJF_1,CJF,1,R,R-RGR041019015,8,4,0.9974719229930684,1.3739369745178396
RGR041019015,RGR,CJF_1,CJF,1,R,R-RGR041019015,8,5,1.1111512612572865,1.3739369745178396
RGR041019015,RGR,CJF_1,CJF,1,R,R-RGR041019015,8,6,1.198923290661127,1.3739369745178396
