waterbody,limnoid,date,time,stationid,maxdepth,secchi1,secchi2,secchimean,conductivity,turbidity,tds,salt,ph
ANX,ANX040819L,4/8/19,1348,ANX02,4.3,0.5,0.5,0.5,2.11,12.6,1.5,1.27,8.44
