fishid,waterbody,reading,reader,rep,light_type,id,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21,rad22,rad23
NST110719048,NST,MJS_1,MJS,1,R,R-NST110719048,4,1.2249405794923969,0.671883616970545,0.857908300630537,0.9820111128371203,1.1069878080854456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,CJF_1,CJF,1,R,R-NST110719049,5,1.127876572078547,0.4947592733642492,0.6710808281968479,0.8112494010496707,0.9312568487229205,1.0415263421650218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,JRS_1,JRS,1,R,R-NST110719049,4,1.1254650619346807,0.6881508501318464,0.8415382092222954,0.949327813740644,1.0616478008067256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,LEL_1,LEL,1,R,R-NST110719049,5,1.1197854884369203,0.49054039224222423,0.681780003852439,0.8174361140912084,0.9295048347238781,1.056301363858512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,LSR_1,LSR,1,R,R-NST110719049,6,1.2120911389916147,0.5606368255048226,0.6484744587995234,0.7739741778626252,0.9049564439645752,1.0413019665214502,1.1372441297905005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719049,NST,MJS_1,MJS,1,R,R-NST110719049,5,1.2019670575955237,0.5645049276775534,0.7264689397431607,0.8698307376446882,0.9937646072595828,1.12372115016926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,CJF_1,CJF,1,R,R-NST110719050,3,0.985441332200345,0.5159925109690817,0.7068202116201887,0.8732812575906612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,JRS_1,JRS,1,R,R-NST110719050,3,0.977466014282115,0.5173321599023348,0.7034440263607632,0.8636672049146349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,LEL_1,LEL,1,R,R-NST110719050,3,0.9881086718481039,0.5307321901045692,0.7075123083688807,0.8703945460523547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,LSR_1,LSR,1,R,R-NST110719050,3,0.7614869392816617,0.4485273032644875,0.572281616115411,0.665082426968129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719050,NST,MJS_1,MJS,1,R,R-NST110719050,3,0.9501126545460761,0.5032874942275275,0.6600957745030503,0.8336283791729974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719051,NST,CJF_1,CJF,1,R,R-NST110719051,2,0.49890939422575903,0.3109895820009591,0.44537388274838896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719051,NST,LEL_1,LEL,1,R,R-NST110719051,2,0.7342336221607078,0.26444198947146075,0.5546364927512785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719051,NST,LSR_1,LSR,1,R,R-NST110719051,2,0.6901394627119136,0.25486806969359654,0.49666666019512484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719051,NST,MJS_1,MJS,1,R,R-NST110719051,2,0.5770339011910488,0.2969266652564866,0.5087147894338206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,CJF_1,CJF,1,R,R-NST110719052,2,0.770245855700876,0.43915578321824256,0.6475420545089255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,JRS_1,JRS,1,R,R-NST110719052,2,0.7397150848473868,0.4264784881654839,0.6160004244076918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,LEL_1,LEL,1,R,R-NST110719052,2,0.7971296575269456,0.4795235241064114,0.6481703311923162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,LSR_1,LSR,1,R,R-NST110719052,2,0.6704345277647373,0.4149183663793579,0.5711815148120394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719052,NST,MJS_1,MJS,1,R,R-NST110719052,2,0.7698010826464391,0.487216536149553,0.6590676750647476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,CJF_1,CJF,1,R,R-NST110719053,5,1.1653353571904126,0.5179268254179612,0.7124676059240025,0.8459115725891504,0.9628700560630545,1.0623165891133044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,JRS_1,JRS,1,R,R-NST110719053,5,1.1750985533156841,0.5199660527631241,0.7242118009764856,0.8553879087399181,0.96929419139737,1.0682373009183967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,LEL_1,LEL,1,R,R-NST110719053,5,1.240496736633752,0.5772526410105271,0.7866852676951898,0.9375621496662995,1.0305960318018503,1.1279241728394687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,LSR_1,LSR,1,R,R-NST110719053,5,1.179069052934698,0.5463854448098631,0.7186814854592251,0.8603311799680512,0.9640482992769372,1.0638220180755391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719053,NST,MJS_1,MJS,1,R,R-NST110719053,5,1.1319960721813433,0.49575552450671423,0.676533924553352,0.7963168696620674,0.9054955790810025,1.0253629230764458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,CJF_1,CJF,1,R,R-NST110719054,4,0.9910216365756558,0.48973767049030287,0.6686990048019067,0.7836772207791374,0.8893539071152639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,JRS_1,JRS,1,R,R-NST110719054,4,0.9392467480728457,0.4525549718552599,0.6253782774127646,0.7459267345538434,0.8556371717373245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,LEL_1,LEL,1,R,R-NST110719054,3,0.9421981969257248,0.6305771647551452,0.7565769736914337,0.8644606094026949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,LSR_1,LSR,1,R,R-NST110719054,4,1.0352965209352962,0.547545634677435,0.730274774449348,0.8586752129330014,0.9584455299248748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719054,NST,MJS_1,MJS,1,R,R-NST110719054,4,1.0107228142357119,0.5083082219020145,0.6771275499465323,0.8080080816754529,0.9086527358141867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,CJF_1,CJF,1,R,R-NST110719055,2,0.8264781149105846,0.46823354206121254,0.6886016919403389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,JRS_1,JRS,1,R,R-NST110719055,2,0.5837874131097107,0.3723381233127055,0.5324118303427214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,LEL_1,LEL,1,R,R-NST110719055,2,0.8018193056041554,0.47374464075689354,0.6523570628733836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,LSR_1,LSR,1,R,R-NST110719055,2,0.5628355440397561,0.33597844868337484,0.49924985803827593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719055,NST,MJS_1,MJS,1,R,R-NST110719055,2,0.8798775180652023,0.5381028445854896,0.7399690049049769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,CJF_1,CJF,1,R,R-NST110719056,2,0.9546924193855626,0.5435721143237239,0.7836138878566242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,JRS_1,JRS,1,R,R-NST110719056,2,0.9452970912157818,0.5656575027327108,0.7900653738397726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,LEL_1,LEL,1,R,R-NST110719056,2,0.9546453323654379,0.5555103745651457,0.8106439388555532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,LSR_1,LSR,1,R,R-NST110719056,3,0.9927031447556123,0.6206920101384921,0.8352836361363243,0.9698086152957637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719056,NST,MJS_1,MJS,1,R,R-NST110719056,2,0.9745572571754165,0.6205742557074451,0.8246647696155083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,CJF_1,CJF,1,R,R-NST110719057,4,1.1470957063593674,0.5715445531228729,0.7722361091165164,0.9053989675231251,1.0369068620463826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,JRS_1,JRS,1,R,R-NST110719057,4,1.1221093933722628,0.5589626614230747,0.7540364524351802,0.8949110491855864,1.0135937864980513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,LEL_1,LEL,1,R,R-NST110719057,4,1.1931681142655604,0.6227387713143776,0.817848110582962,0.9626912948381936,1.0960241938797368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,LSR_1,LSR,1,R,R-NST110719057,4,1.2342524024472525,0.651562849005003,0.8378762023941545,0.9731289675120252,1.0957939608457081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719057,NST,MJS_1,MJS,1,R,R-NST110719057,4,1.15428116693463,0.6205934502762434,0.7963243755134097,0.9410537299011995,1.067554961961514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,CJF_1,CJF,1,R,R-NST110719058,2,0.816845404132203,0.4904987000332761,0.6708182027607973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,JRS_1,JRS,1,R,R-NST110719058,2,0.7429932774905434,0.43535771140259466,0.6026174821024007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,LEL_1,LEL,1,R,R-NST110719058,2,0.8438725193241269,0.5214155055396678,0.7051921971663179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,LSR_1,LSR,1,R,R-NST110719058,2,0.8349785221295017,0.5304570552833509,0.6930971208742753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719058,NST,MJS_1,MJS,1,R,R-NST110719058,2,0.8146188638309102,0.5342200359442737,0.699033173400875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,CJF_1,CJF,1,R,R-NST110719059,2,0.9062984176421232,0.5414006995046554,0.752267935825027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,JRS_1,JRS,1,R,R-NST110719059,2,0.9235121339019038,0.57072918677355,0.783371455300076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,LEL_1,LEL,1,R,R-NST110719059,2,0.9439040596173612,0.577389420673348,0.780022884520016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,LSR_1,LSR,1,R,R-NST110719059,2,0.9059923601008173,0.5647931656660417,0.7653086925589849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719059,NST,MJS_1,MJS,1,R,R-NST110719059,2,0.9045386173016395,0.5709124221386495,0.7700216523609421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719060,NST,CJF_1,CJF,1,R,R-NST110719060,2,0.853044657023512,0.5201335421216908,0.7262800730523502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719060,NST,JRS_1,JRS,1,R,R-NST110719060,2,0.8428269861661299,0.531298594655165,0.7196797431170533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719060,NST,LEL_1,LEL,1,R,R-NST110719060,2,0.7998614768056971,0.46371905812717057,0.6611796079891343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719060,NST,LSR_1,LSR,1,R,R-NST110719060,2,0.7931102617783783,0.4650863216568556,0.6618755595581359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719060,NST,MJS_1,MJS,1,R,R-NST110719060,2,0.8887943977670534,0.5662280287942739,0.745199715011275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719061,NST,CJF_1,CJF,1,R,R-NST110719061,4,1.0820276446077974,0.48808600236660493,0.7003206806558817,0.8536634784652348,0.9733225964028223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719061,NST,JRS_1,JRS,1,R,R-NST110719061,4,1.109453292268672,0.5225636102815597,0.7037663139350114,0.8679448963912652,1.0015600225547763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719061,NST,LEL_1,LEL,1,R,R-NST110719061,4,1.1170232933815505,0.5679102407590313,0.7605998659423565,0.9009339321251245,1.0346796227947324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719061,NST,LSR_1,LSR,1,R,R-NST110719061,6,1.1055664122551485,0.5527618433510196,0.7137944530198115,0.7782032243320168,0.8747629743589389,0.9687164656461964,1.0572865372416873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719061,NST,MJS_1,MJS,1,R,R-NST110719061,4,1.1455228347429947,0.5475686385197943,0.7402987185774667,0.8922420078553492,1.04579040405089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719062,NST,CJF_1,CJF,1,R,R-NST110719062,4,0.8552614878681498,0.42514367909187917,0.5787161399780796,0.6738145152824505,0.7787625531623249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719062,NST,JRS_1,JRS,1,R,R-NST110719062,4,0.8748615032124835,0.4656168358258493,0.6206060513659288,0.7238114899295959,0.8042870034229996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719062,NST,LEL_1,LEL,1,R,R-NST110719062,4,0.8606123594771111,0.41209375064736004,0.6214731020997137,0.7135552910149991,0.7886593069324426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719062,NST,LSR_1,LSR,1,R,R-NST110719062,4,0.8422825008621756,0.4860922303159329,0.6092988955658595,0.7071633893826165,0.7899634705299063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719062,NST,MJS_1,MJS,1,R,R-NST110719062,4,0.9450570032687312,0.5293643896488417,0.6531660499392322,0.7684240990015048,0.8550680069805231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719063,NST,CJF_1,CJF,1,R,R-NST110719063,4,1.0297326499193906,0.5098696610921617,0.6558310845627688,0.7898005147512949,0.9157672593146824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719063,NST,JRS_1,JRS,1,R,R-NST110719063,4,1.0006400424515176,0.5102769193447099,0.6743853805871514,0.8185800455916912,0.9087259770555897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719063,NST,LEL_1,LEL,1,R,R-NST110719063,4,0.812997338929433,0.4276690936978996,0.5606452814152731,0.6700801475562981,0.7537249053503181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719063,NST,LSR_1,LSR,1,R,R-NST110719063,4,0.9205304715968659,0.5166783901726918,0.6652322805476336,0.7675134440583965,0.8515260990282721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719063,NST,MJS_1,MJS,1,R,R-NST110719063,4,1.0408167642005155,0.5226638185904645,0.668079051920854,0.8265688473782785,0.9571795821532967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719064,NST,CJF_1,CJF,1,R,R-NST110719064,4,0.9260091443532636,0.44318239272768095,0.6065697538225019,0.7213059947748233,0.8292528579501863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719064,NST,JRS_1,JRS,1,R,R-NST110719064,4,0.996059282014714,0.4808708198400267,0.6594476627106063,0.7919714615911945,0.8992064235766755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719064,NST,LEL_1,LEL,1,R,R-NST110719064,4,1.027106530308194,0.4916408435689652,0.668853729989235,0.8265910724758067,0.9556062315964565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719064,NST,LSR_1,LSR,1,R,R-NST110719064,4,1.0038298924254503,0.5208815002639949,0.6953962372341265,0.8162360169303428,0.920065703783874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719064,NST,MJS_1,MJS,1,R,R-NST110719064,4,0.9698355134197202,0.4849177567098605,0.6665879185603432,0.76472518853168,0.8900658010019739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719065,NST,CJF_1,CJF,1,R,R-NST110719065,2,0.6931269237540477,0.4166261704889378,0.6103973104610545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719065,NST,JRS_1,JRS,1,R,R-NST110719065,2,0.6983026903135525,0.44196684539131176,0.6102811518209396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719065,NST,LEL_1,LEL,1,R,R-NST110719065,0,0.6915179411599128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719065,NST,LSR_1,LSR,1,R,R-NST110719065,2,0.7257599412236705,0.4678781676785886,0.646996961895579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719065,NST,MJS_1,MJS,1,R,R-NST110719065,2,0.7905035039087783,0.4952608681042026,0.6923382119897485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719066,NST,CJF_1,CJF,1,R,R-NST110719066,3,1.0365088146925567,0.5567511568816385,0.77136910346384,0.9195492560809493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719066,NST,JRS_1,JRS,1,R,R-NST110719066,3,1.1021144579037914,0.6205488311235049,0.8220420338202579,0.9716373966107348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719066,NST,LEL_1,LEL,1,R,R-NST110719066,3,1.099362118769558,0.6079781294482426,0.818782789248497,0.9601502722436098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719066,NST,LSR_1,LSR,1,R,R-NST110719066,4,1.1071572732653399,0.47542775259390757,0.6549238828536789,0.8422613767832378,0.9878881740829711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719066,NST,MJS_1,MJS,1,R,R-NST110719066,3,1.1306250489735936,0.636865179055458,0.8230216874694747,1.0037303677694682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719067,NST,CJF_1,CJF,1,R,R-NST110719067,2,0.6363921693403898,0.33182843223625247,0.5535807093896855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719067,NST,JRS_1,JRS,1,R,R-NST110719067,2,0.6484863248468322,0.36331068569380864,0.5343280717914431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719067,NST,LEL_1,LEL,1,R,R-NST110719067,2,0.6534643189057088,0.3726692708634993,0.5529592911177043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719067,NST,LSR_1,LSR,1,R,R-NST110719067,2,0.6171923892581971,0.3803581151233288,0.5334381869848537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719067,NST,MJS_1,MJS,1,R,R-NST110719067,2,0.7098546931453875,0.4220587004663812,0.6210219046420243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719068,NST,LEL_1,LEL,1,R,R-NST110719068,0,0.5748761422901414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719068,NST,LSR_1,LSR,1,R,R-NST110719068,2,0.5497188830389412,0.40724226156665433,0.4917871673785084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719069,NST,CJF_1,CJF,1,R,R-NST110719069,1,0.6094412317631721,0.4121565734541974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719069,NST,JRS_1,JRS,1,R,R-NST110719069,1,0.5304751188578607,0.35195853996100274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719069,NST,LEL_1,LEL,1,R,R-NST110719069,1,0.634481726157576,0.48121370732927327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719069,NST,LSR_1,LSR,1,R,R-NST110719069,2,0.4914380035586836,0.17976744011833035,0.35209061225376037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719069,NST,MJS_1,MJS,1,R,R-NST110719069,1,0.6303779398273189,0.5135183960042456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719070,NST,CJF_1,CJF,1,R,R-NST110719070,2,0.7583687493171407,0.43529141136395405,0.6486254961480145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719070,NST,JRS_1,JRS,1,R,R-NST110719070,2,0.6927536551683394,0.3540869890342329,0.5596644846350705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719070,NST,LEL_1,LEL,1,R,R-NST110719070,2,0.7747104073591501,0.4497249638881005,0.6405880774110857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719070,NST,LSR_1,LSR,1,R,R-NST110719070,2,0.7143541021543489,0.42830455965879805,0.6026527442187046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719070,NST,MJS_1,MJS,1,R,R-NST110719070,2,0.6373170867255604,0.3289556800635164,0.5118353483208506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NST110719071,NST,CJF_1,CJF,1,R,R-NST110719071,1,0.6188397205939159,0.47060590460752455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
