fishid,waterbody,reading,reader,rep,light_type,id,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21,rad22,rad23,rad24
ANX091818J005,ANX,CJF_1,CJF,1,R,R-ANX091818J005,0,0.5567226821811483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J006,ANX,CJF_1,CJF,1,R,R-ANX091818J006,0,0.6017735921130082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J007,ANX,CJF_1,CJF,1,R,R-ANX091818J007,0,0.6527999851880345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J008,ANX,CJF_1,CJF,1,R,R-ANX091818J008,0,0.4290973159654873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J009,ANX,CJF_1,CJF,1,R,R-ANX091818J009,0,0.5323177778038186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J010,ANX,CJF_1,CJF,1,R,R-ANX091818J010,0,0.5393537679733394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J011,ANX,CJF_1,CJF,1,R,R-ANX091818J011,0,0.6158189526981588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J012,ANX,CJF_1,CJF,1,R,R-ANX091818J012,0,0.5129087243502944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J013,ANX,CJF_1,CJF,1,R,R-ANX091818J013,0,0.508787744325338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J014,ANX,CJF_1,CJF,1,R,R-ANX091818J014,0,0.5376291843376181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J015,ANX,CJF_1,CJF,1,R,R-ANX091818J015,0,0.5472351561933738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J016,ANX,CJF_1,CJF,1,R,R-ANX091818J016,0,0.5173192398538311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J017,ANX,CJF_1,CJF,1,R,R-ANX091818J017,0,0.5273549663752753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J018,ANX,CJF_1,CJF,1,R,R-ANX091818J018,0,0.5174381797183571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J019,ANX,CJF_1,CJF,1,R,R-ANX091818J019,0,0.4837700238084432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J020,ANX,CJF_1,CJF,1,R,R-ANX091818J020,0,0.49259556709615804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J022,ANX,CJF_1,CJF,1,R,R-ANX091818J022,0,0.48706504400870626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J023,ANX,CJF_1,CJF,1,R,R-ANX091818J023,0,0.4051742206920097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX091818J024,ANX,CJF_1,CJF,1,R,R-ANX091818J024,0,0.4757927210805786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A001,ANX,CJF_1,CJF,1,R,R-ANX102518A001,4,1.1570308769864062,0.41711690028279874,0.7179843358687676,0.90635315251162,1.0347218139292012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A002,ANX,CJF_1,CJF,1,R,R-ANX102518A002,4,1.253879612440129,0.47138506375059186,0.8031111619220156,0.995142003489131,1.1455929650185332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A003,ANX,CJF_1,CJF,1,R,R-ANX102518A003,4,1.1633016683019055,0.4050968834289167,0.698413704762366,0.8714925951708563,1.044047393432519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A004,ANX,CJF_1,CJF,1,R,R-ANX102518A004,4,1.2544624352937712,0.46741067515017076,0.7756960003890787,0.9752617020266208,1.1300272005575513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A005,ANX,CJF_1,CJF,1,R,R-ANX102518A005,4,1.1364425700483771,0.5480820998337246,0.7576283800322514,0.8930427078863308,1.027081505321811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A006,ANX,CJF_1,CJF,1,R,R-ANX102518A006,4,1.1097818406600688,0.38547183526336143,0.6597834488733609,0.8198428474781398,0.9839535929620717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A007,ANX,CJF_1,CJF,1,R,R-ANX102518A007,4,1.1359341898655735,0.6137739477459101,0.8016485273530148,0.949608666376673,1.0515303440420398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A008,ANX,CJF_1,CJF,1,R,R-ANX102518A008,4,1.2526805961263838,0.6502004686814133,0.8785382622955371,1.0332290571310505,1.1491975647401098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A009,ANX,CJF_1,CJF,1,R,R-ANX102518A009,4,1.113692168240811,0.5265400257006186,0.7203912492964717,0.8625266537099521,1.025874993636429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A010,ANX,CJF_1,CJF,1,R,R-ANX102518A010,4,1.2222369732900762,0.4947915016480148,0.7427202894094196,0.9681216967226746,1.0985071971701335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A011,ANX,CJF_1,CJF,1,R,R-ANX102518A011,4,1.1407289337929658,0.45268949271204206,0.6940231239330604,0.8894538243160757,1.0330473739000412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A012,ANX,CJF_1,CJF,1,R,R-ANX102518A012,4,1.272960582925957,0.5059488969886216,0.7888595625391469,0.963642575353644,1.1393874725279862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A014,ANX,CJF_1,CJF,1,R,R-ANX102518A014,2,0.762222679615024,0.4561023189262592,0.6446543032301527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518A015,ANX,CJF_1,CJF,1,R,R-ANX102518A015,4,1.108034184189263,0.5258814348500997,0.7145553837378659,0.8811661194941077,0.9955849776493688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J001,ANX,CJF_1,CJF,1,R,R-ANX102518J001,0,0.5930742120911162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J002,ANX,CJF_1,CJF,1,R,R-ANX102518J002,0,0.653667150634093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J003,ANX,CJF_1,CJF,1,R,R-ANX102518J003,0,0.36914917593534413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J004,ANX,CJF_1,CJF,1,R,R-ANX102518J004,0,0.49298737607214005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J006,ANX,CJF_1,CJF,1,R,R-ANX102518J006,0,0.4801942830982612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J007,ANX,CJF_1,CJF,1,R,R-ANX102518J007,0,0.6514537190737633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J008,ANX,CJF_1,CJF,1,R,R-ANX102518J008,0,0.5325068725856306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J009,ANX,CJF_1,CJF,1,R,R-ANX102518J009,0,0.5794046442512681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J010,ANX,CJF_1,CJF,1,R,R-ANX102518J010,0,0.545889122735784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J011,ANX,CJF_1,CJF,1,R,R-ANX102518J011,0,0.5792775010611416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J012,ANX,CJF_1,CJF,1,R,R-ANX102518J012,0,0.5962016652808743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J014,ANX,CJF_1,CJF,1,R,R-ANX102518J014,0,0.4745709997945678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J015,ANX,CJF_1,CJF,1,R,R-ANX102518J015,0,0.6327382922928977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J016,ANX,CJF_1,CJF,1,R,R-ANX102518J016,0,0.5304176623530292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J017,ANX,CJF_1,CJF,1,R,R-ANX102518J017,0,0.4973960443470357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J018,ANX,CJF_1,CJF,1,R,R-ANX102518J018,0,0.5987160905598135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J019,ANX,CJF_1,CJF,1,R,R-ANX102518J019,0,0.5988171388874806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J020,ANX,CJF_1,CJF,1,R,R-ANX102518J020,0,0.5856651766078734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J021,ANX,CJF_1,CJF,1,R,R-ANX102518J021,0,0.5649356896251688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J022,ANX,CJF_1,CJF,1,R,R-ANX102518J022,0,0.47691029628378645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J023,ANX,CJF_1,CJF,1,R,R-ANX102518J023,0,0.5841249288950964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J024,ANX,CJF_1,CJF,1,R,R-ANX102518J024,0,0.5799499662451786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX102518J025,ANX,CJF_1,CJF,1,R,R-ANX102518J025,0,0.5302677893699996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX111218J001,ANX,CJF_1,CJF,1,R,R-ANX111218J001,0,0.545820969171424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX111218J001,ANX,CJF_1,CJF,1,R,R-ANX111218J001,0,0.5551069667708332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX111218J003,ANX,CJF_1,CJF,1,R,R-ANX111218J003,0,0.5263595751479214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX111218J004,ANX,CJF_1,CJF,1,R,R-ANX111218J004,0,0.5693077450973929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX112018A002,ANX,CJF_1,CJF,1,R,R-ANX112018A002,3,1.0118416608315777,0.5144521653590975,0.7358345988669243,0.9025924039179247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX112018A003,ANX,CJF_1,CJF,1,R,R-ANX112018A003,4,1.3145994337344338,0.5282135329708841,0.8328365780383069,1.0346389042882915,1.1960807652882794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX112018A004,ANX,CJF_1,CJF,1,R,R-ANX112018A004,4,1.3061762845054135,0.5018708501637655,0.8188922151680829,1.0178506145955453,1.1859953597706099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX112018A005,ANX,CJF_1,CJF,1,R,R-ANX112018A005,3,0.9658701802693774,0.3258294869578861,0.704169654853354,0.8535196053604043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX112018A007,ANX,CJF_1,CJF,1,R,R-ANX112018A007,4,1.1773144691033814,0.5169586296294083,0.7189957292218491,0.9070948035542528,1.033917259258816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX112018A008,ANX,CJF_1,CJF,1,R,R-ANX112018A008,3,1.033575606741214,0.4912621331529419,0.7351953846662119,0.9074469807940804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANX112018A009,ANX,CJF_1,CJF,1,R,R-ANX112018A009,4,1.1886297886725279,0.6189284335228495,0.8011220689066259,0.9542228945391098,1.0815475318601206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J001,JUM,CJF_1,CJF,1,R,R-JUM071819J001,1,0.564312935857314,0.47068467089432486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J002,JUM,CJF_1,CJF,1,R,R-JUM071819J002,1,0.6073354793984811,0.5420138132865383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J003,JUM,CJF_1,CJF,1,R,R-JUM071819J003,1,0.5602307917107058,0.503074869877143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J004,JUM,CJF_1,CJF,1,R,R-JUM071819J004,1,0.5076707653003114,0.40507934127989564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J005,JUM,CJF_1,CJF,1,R,R-JUM071819J005,1,0.6175835876406721,0.5312950660312731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J006,JUM,CJF_1,CJF,1,R,R-JUM071819J006,1,0.6642238950905471,0.5277944122609425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J007,JUM,CJF_1,CJF,1,R,R-JUM071819J007,1,0.6707313428751001,0.5819211712990481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J008,JUM,CJF_1,CJF,1,R,R-JUM071819J008,0,0.5372303706526264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J009,JUM,CJF_1,CJF,1,R,R-JUM071819J009,1,0.5702698421396555,0.49523169440524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J010,JUM,CJF_1,CJF,1,R,R-JUM071819J010,1,0.503793402624397,0.4534092590729825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J011,JUM,CJF_1,CJF,1,R,R-JUM071819J011,1,0.5802491616330874,0.5060307185166033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J012,JUM,CJF_1,CJF,1,R,R-JUM071819J012,1,0.5411259050219879,0.4444838808866584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J013,JUM,CJF_1,CJF,1,R,R-JUM071819J013,1,0.5410636974346517,0.4407292144841042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J014,JUM,CJF_1,CJF,1,R,R-JUM071819J014,3,0.9586746717509371,0.4974021109202726,0.7281189187925565,0.9143362261831305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J015,JUM,CJF_1,CJF,1,R,R-JUM071819J015,1,0.6013627856024408,0.48628962168541323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM071819J018,JUM,CJF_1,CJF,1,R,R-JUM071819J018,1,0.5585189653772503,0.4914544518546326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J001,JUM,CJF_1,CJF,1,R,R-JUM090919J001,0,0.4383214646332554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J002,JUM,CJF_1,CJF,1,R,R-JUM090919J002,3,1.077525146525476,0.5343690200032791,0.7776355839458,0.9750872122643226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J003,JUM,CJF_1,CJF,1,R,R-JUM090919J003,2,0.8611159306789054,0.5152382920697351,0.7390062726855249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J004,JUM,CJF_1,CJF,1,R,R-JUM090919J004,0,0.43492126035633716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J005,JUM,CJF_1,CJF,1,R,R-JUM090919J005,0,0.4641667462997024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J006,JUM,CJF_1,CJF,1,R,R-JUM090919J006,1,0.7000256311719528,0.48877995203630453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J007,JUM,CJF_1,CJF,1,R,R-JUM090919J007,0,0.38449662822546493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J008,JUM,CJF_1,CJF,1,R,R-JUM090919J008,0,0.4381000249691795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J009,JUM,CJF_1,CJF,1,R,R-JUM090919J009,0,0.47991725512875044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J010,JUM,CJF_1,CJF,1,R,R-JUM090919J010,0,0.45417991702996124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J011,JUM,CJF_1,CJF,1,R,R-JUM090919J011,0,0.4021804096400514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J012,JUM,CJF_1,CJF,1,R,R-JUM090919J012,2,0.7170309004068622,0.3993572201563275,0.6102259808864576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J013,JUM,CJF_1,CJF,1,R,R-JUM090919J013,0,0.43941647167001063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J014,JUM,CJF_1,CJF,1,R,R-JUM090919J014,0,0.5074918384490579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J015,JUM,CJF_1,CJF,1,R,R-JUM090919J015,0,0.5345235127481887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J016,JUM,CJF_1,CJF,1,R,R-JUM090919J016,0,0.42049370743928405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J017,JUM,CJF_1,CJF,1,R,R-JUM090919J017,0,0.48518062301770426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J018,JUM,CJF_1,CJF,1,R,R-JUM090919J018,0,0.31944757816256986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J019,JUM,CJF_1,CJF,1,R,R-JUM090919J019,0,0.5581903438017336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J020,JUM,CJF_1,CJF,1,R,R-JUM090919J020,0,0.4684704760844108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J021,JUM,CJF_1,CJF,1,R,R-JUM090919J021,0,0.4832117400002479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J022,JUM,CJF_1,CJF,1,R,R-JUM090919J022,0,0.4611872609609227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J023,JUM,CJF_1,CJF,1,R,R-JUM090919J023,0,0.37960893482789587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J024,JUM,CJF_1,CJF,1,R,R-JUM090919J024,0,0.43157964036929214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J025,JUM,CJF_1,CJF,1,R,R-JUM090919J025,0,0.429409491741953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J026,JUM,CJF_1,CJF,1,R,R-JUM090919J026,0,0.4320063707605052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J027,JUM,CJF_1,CJF,1,R,R-JUM090919J027,0,0.48780257322865006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUM090919J028,JUM,CJF_1,CJF,1,R,R-JUM090919J028,0,0.5536873578970567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
