fishid,id,light_type,reading,rep,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,waterbody
NAR071718013,R-NAR071718013,R,CJF_1,1,7,1.3719510125537062,0.4365093080367782,0.7931008623724825,0.9226635829206912,1.035735468270821,1.1339678776249549,1.2396794084632812,1.3051676813660371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718013,R-NAR071718013,R,CJF_2,2,7,1.2747714236415857,0.37021051663818,0.743141445331214,0.8285464479115985,0.9411555710405178,1.0421898530659686,1.147971766317072,1.2083045864824482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718013,R-NAR071718013,R,CJF_3,3,7,1.2854078610471835,0.3591979930705026,0.7104726638859085,0.8232373800867002,0.938891924834882,1.044879767699442,1.1521632921602825,1.2078231931238306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718014,R-NAR071718014,R,CJF_1,1,9,1.4150538045754122,0.34302285856782583,0.5579624150353419,0.7914037280091311,0.968229633524667,1.0353846813559413,1.1207735494228135,1.2152346715623725,1.2841250419646562,1.373916068932536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718014,R-NAR071718014,R,CJF_2,2,10,1.412460194949433,0.3375407091044298,0.5459185422614491,0.7633320835244394,0.8743229335979223,0.9459578292215645,1.0279834698091939,1.1023284391488708,1.2012716784143938,1.2802854163000337,1.3654235692516383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718014,R-NAR071718014,R,CJF_3,3,10,1.4052249487433286,0.3774608094275121,0.5502710397332892,0.7564170606346747,0.8777219336753421,0.970177341459351,1.0474789845013468,1.1066110608738409,1.1960257483621708,1.2945625967375354,1.376425320223049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718015,R-NAR071718015,R,CJF_1,1,12,1.633281395175233,0.45703902894196546,0.7058916138349913,0.8308145229075986,0.9396392550240902,1.0200749265884532,1.1686415828171133,1.2481392343455051,1.3153183956697758,1.396705890574165,1.4771415621385282,1.5424446833908554,1.5973191578150598,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718015,R-NAR071718015,R,CJF_2,2,11,1.5714610587224838,0.43303221715076007,0.6483067350174356,0.8067302671485893,0.9262104691457127,1.0025928458652513,1.1077469233811805,1.1750560204659704,1.2776074647304894,1.3511007261869876,1.4321629837297156,1.5030536119348032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718015,R-NAR071718015,R,CJF_3,3,10,1.4675148875812882,0.33035881664617345,0.5604322919364675,0.6897825675907676,0.8616657907563472,0.9800544358227409,1.08284615980357,1.1815008350947294,1.2535365751845453,1.3491262425148944,1.4135824512019872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718016,R-NAR071718016,R,CJF_1,1,12,1.4404367570601646,0.26656794211640616,0.5401120191294504,0.6835596097223451,0.8003504061035991,0.9164946227304728,0.9869479655850838,1.0720001579873513,1.1373716910746163,1.1691102950536032,1.2585977174688359,1.3195340205431356,1.406803827951886,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718016,R-NAR071718016,R,CJF_2,2,12,1.4754198430452927,0.27402112762244574,0.5631209012212388,0.705749474966855,0.8135651721886799,0.943095492237071,1.0114982699165371,1.0797273475927907,1.161054678966269,1.207569133815956,1.279348979145874,1.3771516318670283,1.4336791312173858,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718016,R-NAR071718016,R,CJF_3,3,11,1.457837256485655,0.2789287678159332,0.5289154258752813,0.6718982640391741,0.7937703766675106,0.9171053746784898,0.9968947954363943,1.0817285888507229,1.176386302341509,1.263742282084051,1.3322448973828562,1.4122991433771532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718017,R-NAR071718017,R,CJF_1,1,4,1.048263379925214,0.5623721379574812,0.740809699720336,0.8984153670771644,0.9973118403584967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718017,R-NAR071718017,R,CJF_2,2,3,0.9979957529455794,0.4877770399926491,0.7864601478482403,0.9543003600517269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718017,R-NAR071718017,R,CJF_3,3,4,0.9913369672129057,0.5001308278271452,0.7531702715318516,0.9109575917448366,0.9675213372719935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718018,R-NAR071718018,R,CJF_1,1,6,1.1238715888983346,0.4290091755187357,0.6413462422901381,0.8008149945669952,0.9244236729506523,0.9818429816194328,1.0467366381444803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718018,R-NAR071718018,R,CJF_2,2,5,1.1823303705992663,0.4658729781879091,0.6903116375047361,0.8533025658896141,0.9953781155024629,1.1361368824321545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718018,R-NAR071718018,R,CJF_3,3,6,1.1287847631554586,0.4412120234952045,0.6587004858192276,0.8011775545914799,0.9578723137035567,1.0083623518285734,1.0949791133516553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718019,R-NAR071718019,R,CJF_1,1,8,1.1499318084843932,0.29412550282520833,0.5875942867536093,0.6940550427029538,0.7857080935553654,0.8810630706820104,0.9555199279568707,1.006570983346023,1.0838938728838086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718019,R-NAR071718019,R,CJF_2,2,8,1.1517107781094904,0.30827021023415024,0.5795540282741589,0.6939587740809803,0.7736855343039362,0.8505718047117197,0.9293073947292102,1.0147151345825114,1.0999898536345885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718019,R-NAR071718019,R,CJF_3,3,8,1.1523316209179002,0.29696395080582627,0.56894345255064,0.6713118423286588,0.7700540944242242,0.8716852896831137,0.9498064249192503,1.0130843296226044,1.0883165216954167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718020,R-NAR071718020,R,CJF_1,1,5,1.274028424851074,0.48329059645843647,0.7311134110972166,0.906339285452459,1.0628573054105785,1.2141685241846425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718020,R-NAR071718020,R,CJF_2,2,5,1.2803530043960447,0.5580828527022175,0.7542027405688938,0.9362336016330326,1.087755373230003,1.2310198327639332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718020,R-NAR071718020,R,CJF_3,3,5,1.3125069378339065,0.5365891280037645,0.7759160474203961,0.9269205664843704,1.0826719150891608,1.2574246811351841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718021,R-NAR071718021,R,CJF_1,1,11,1.5534201925085562,0.3621518245292418,0.5985417497379112,0.7637835452782751,0.9106689118556358,1.035519776702726,1.1221167695857808,1.2041246552280849,1.2924031896036365,1.3685959437494337,1.4210726546724621,1.5013989988222687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718021,R-NAR071718021,R,CJF_2,2,11,1.5461817291804727,0.3337846751015442,0.5935888997103729,0.7820790480658473,0.914894799799004,1.0434637249837386,1.1294284201106024,1.2090713060012146,1.2819658345636324,1.3482088669706227,1.4325931097884235,1.5009111248832412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718021,R-NAR071718021,R,CJF_3,3,11,1.5884084938988663,0.35951212712339475,0.6197117683444846,0.8018503570029322,0.9551899490245527,1.0801247314346833,1.162950834190827,1.2485594500506338,1.325229246061444,1.3925660351979219,1.455729054678903,1.5298134310987173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718022,R-NAR071718022,R,CJF_1,1,8,1.3310647107325733,0.44026303518650167,0.6655323553662866,0.801515995888003,0.9042650562216353,0.9962434120148164,1.0888593229084969,1.1930259491762434,1.2816740737338126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718022,R-NAR071718022,R,CJF_2,2,8,1.3690445309569468,0.4720739734581601,0.6949388057461128,0.850349071293762,0.9477834454741996,1.0507290480016138,1.1371409654880993,1.2443859635098624,1.3240748197967447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718022,R-NAR071718022,R,CJF_3,3,8,1.3267108093696374,0.44989425657346116,0.6860052451707017,0.8124103498520308,0.9078753264169902,0.9889807501265533,1.0911254149976801,1.2048153827964025,1.2846323270465103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718025,R-NAR071718025,R,CJF_1,1,11,1.5152069241163428,0.6691287840667014,0.7882994269986521,0.8692663016730212,0.9493115219448649,1.024699536350666,1.1084803080860286,1.1615284144908464,1.2201553811642327,1.3150938734367321,1.3820891305129712,1.4677376779800932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718025,R-NAR071718025,R,CJF_2,2,12,1.4876817723756455,0.5353743425802561,0.6724925100780531,0.7748481930368424,0.8488774978810009,0.9518739752894629,1.0183929247536452,1.0879178938316614,1.1480007368714673,1.2100153505695075,1.317949618250038,1.3891896307333251,1.4492724737731313,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718025,R-NAR071718025,R,CJF_3,3,12,1.4344434365404077,0.3420873012727255,0.5948534542542703,0.7082872283459403,0.8021756084772962,0.8875486022123341,0.9635680024951625,1.045345287283309,1.1001428794940376,1.1678897741038687,1.2672931580172224,1.3248482521189504,1.3879183500026762,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718026,R-NAR071718026,R,CJF_1,1,6,1.1587122052261807,0.501182982822615,0.6701153363392367,0.7900611925943457,0.9161944305066085,1.0003739552999669,1.1013349653408873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718026,R-NAR071718026,R,CJF_2,2,6,1.1339157701157132,0.4697763488134134,0.662503187610318,0.7670103415010021,0.8820578292941366,0.9829802426495319,1.074258507236298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718026,R-NAR071718026,R,CJF_3,3,6,1.164491875562798,0.47098091074868925,0.6697132364674659,0.7836889961822578,0.9025582545387152,0.9978909660644745,1.1059172936926052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718027,R-NAR071718027,R,CJF_1,1,10,1.3839356534959524,0.3589316598736004,0.5744450130753248,0.7083535517282633,0.8265833897182089,0.9394160814519218,0.995190165072014,1.0468516269294024,1.1181748870714274,1.2173851890234995,1.2888379733065847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718027,R-NAR071718027,R,CJF_2,2,11,1.3979898216640323,0.35282654734468316,0.571534662807357,0.7231482639995914,0.8264551588566759,0.9263001680896356,0.9942712907340718,1.0466862020058787,1.115303643962847,1.1859751883881433,1.2953292461194796,1.3626540494513848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071718027,R-NAR071718027,R,CJF_3,3,11,1.3644957704225087,0.3211801987616935,0.5518874564060745,0.6705166774569804,0.7927455966511334,0.8909650171958399,0.9677954128740706,1.0336037368961926,1.0892611783176365,1.1716566274763442,1.2574357041686113,1.3308824723132822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918003,R-NAR071918003,R,CJF_1,1,3,0.8931705857641097,0.36001330435884854,0.639056203627449,0.8024308175712278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918003,R-NAR071918003,R,CJF_2,2,3,0.8896370694675267,0.35170982637361875,0.6559714350562911,0.820986591404431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918003,R-NAR071918003,R,CJF_3,3,4,0.9083859578151511,0.3495155891145276,0.5419501275606937,0.6452894898974564,0.8200472844547206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918004,R-NAR071918004,R,CJF_1,1,14,2.0480767443917163,0.6337600609628049,0.8353189173186321,0.9982482329138164,1.1239055767107464,1.2438884389441407,1.338192498220334,1.424085404943914,1.5195243605328133,1.6008776820055644,1.6697256109742382,1.7383508672932295,1.8165221724775413,1.915143144354881,1.9976313621403392,NA,NA,NA,NA,NA,NA,NAR
NAR071918004,R-NAR071918004,R,CJF_2,2,14,1.9529563912464565,0.6407687282090221,0.7694575136078987,0.9249774711916031,1.046163612487557,1.1407706843194334,1.2308024135544962,1.339270937943013,1.424087694373561,1.5086523480833585,1.581643220534922,1.6546340929864847,1.7394508494170327,1.8199443659715182,1.9111199308557842,NA,NA,NA,NA,NA,NA,NAR
NAR071918004,R-NAR071918004,R,CJF_3,3,14,1.9893528921130275,0.5636022226078535,0.7966988817359401,0.9568489892913954,1.0979752417731587,1.1951530058475046,1.2902940550061084,1.3831672489716325,1.477405510811033,1.5501209221063261,1.6237391207208214,1.6964545320161142,1.7872910110658962,1.873151272964991,1.9540135439232529,NA,NA,NA,NA,NA,NA,NAR
NAR071918005,R-NAR071918005,R,CJF_1,1,3,0.9693344580331558,0.5151108881802717,0.7237879791693699,0.9275639713596642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918005,R-NAR071918005,R,CJF_2,2,2,0.9284706516643462,0.5908933372972817,0.8657285062619381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918005,R-NAR071918005,R,CJF_3,3,3,0.9868061320583015,0.41821708946819874,0.6777774995788377,0.9327014147850659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918006,R-NAR071918006,R,CJF_1,1,4,1.1417132810656485,0.42943205468742746,0.7172324055841053,0.9067979524902932,1.0767757262595987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918006,R-NAR071918006,R,CJF_2,2,4,1.0760357907458735,0.319955705688094,0.6402283624424745,0.8295686200660635,1.0092820751581866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918006,R-NAR071918006,R,CJF_3,3,4,1.1708299981293964,0.46055543927293646,0.7595636746553187,0.9591008946429216,1.1234736647140096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918007,R-NAR071918007,R,CJF_1,1,8,1.2333929350136719,0.5057505557514294,0.6914859845217275,0.8107969417518254,0.9014358747317754,0.984370040662546,1.0628466437829192,1.127730161913284,1.1941546334534852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918007,R-NAR071918007,R,CJF_2,2,8,1.1245915359161585,0.40143446108767217,0.5788598231020161,0.6949399948449926,0.791530177948642,0.8630907808828742,0.9362451337241456,1.0125869863794943,1.0873350891278042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918007,R-NAR071918007,R,CJF_3,3,8,1.191853256568849,0.48787143514738474,0.6605151815157224,0.7719308646501918,0.8633330897777126,0.932390588325048,1.0087057325057434,1.0851352346224596,1.1543070911058164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918008,R-NAR071918008,R,CJF_1,1,13,1.6748079023330795,0.5035099994082485,0.665435873309663,0.7861090674378763,0.9091342917730106,1.052213206968366,1.148097932771814,1.2459836398153017,1.3061139953452645,1.3862980417354485,1.4397540726622382,1.4924158545031536,1.5541347082048655,1.6288204450953363,NA,NA,NA,NA,NA,NA,NA,NAR
NAR071918008,R-NAR071918008,R,CJF_2,2,14,1.6062013315992651,0.40796075603683,0.5906408945419581,0.7121676222076151,0.8253845121564747,0.8999693077607916,0.9946672232045669,1.077900967570606,1.1564201905491427,1.210857909006189,1.2960928243671492,1.3536848761851341,1.3903837141503788,1.4700900568027437,1.5588523738773774,NA,NA,NA,NA,NA,NA,NAR
NAR071918008,R-NAR071918008,R,CJF_3,3,14,1.6760318503129037,0.4740406801466734,0.6428024356544331,0.7738554538171801,0.882770124037208,0.9722785217987212,1.06298464182195,1.1374471105213364,1.2166065535778856,1.291069022277273,1.3560436275726375,1.410669278163038,1.4613651310075204,1.5318978019609892,1.624568820857177,NA,NA,NA,NA,NA,NA,NAR
