fishid,waterbody,reading,reader,rep,light_type,id,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18
T110613WAL022,T11,CJF_1,CJF,1,H,HST110613WAL022,3,0.9894460039551749,0.47229690183543127,0.6528767318446861,0.8427637602178109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL023,T11,CJF_1,CJF,1,H,HST110613WAL023,9,1.3590770347929684,0.5606203060103272,0.6903988840657662,0.8029472120978278,0.8837641499628661,0.9779286302658491,1.0414533643537025,1.1138971113181213,1.1835497946490006,1.2721321476849046,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL024,T11,CJF_1,CJF,1,H,HST110613WAL024,14,1.6664578161832362,0.4635493390715625,0.5867311994151175,0.70737013154066,0.800392258852829,0.9121527996168228,1.0380115761677815,1.1301860607406133,1.2091099522658182,1.2480140886693614,1.3048089957853914,1.3587929987046268,1.4394121757085072,1.5086100331328263,1.5689294991955978,NA,NA,NA,NA
T110613WAL025,T11,CJF_1,CJF,1,H,HST110613WAL025,7,1.3393734794431063,0.4979045752777327,0.662049812048741,0.7949678320353517,0.9216404086650822,1.0546555009507144,1.132044036818559,1.2279262220094884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL026,T11,CJF_1,CJF,1,H,HST110613WAL026,4,1.0997556204327137,0.4597061007260715,0.6349965573453767,0.8335021030257646,0.9827363965413803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL027,T11,CJF_1,CJF,1,H,HST110613WAL027,1,0.7255958929964788,0.5386201292016484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL028,T11,CJF_1,CJF,1,H,HST110613WAL028,1,0.6827690964783197,0.469621526639503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL029,T11,CJF_1,CJF,1,H,HST110613WAL029,1,0.7203601731532956,0.45610334656706203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL030,T11,CJF_1,CJF,1,H,HST110613WAL030,1,0.7567497641409059,0.4942793594118693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL031,T11,CJF_1,CJF,1,H,HST110613WAL031,1,0.7464546662770039,0.547736350947453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL032,T11,CJF_1,CJF,1,H,HST110613WAL032,1,0.6483405443355063,0.44116436577462403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL033,T11,CJF_1,CJF,1,H,HST110613WAL033,3,0.9108012619117156,0.482266500778727,0.6890133422975654,0.8055477063903826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL034,T11,CJF_1,CJF,1,H,HST110613WAL034,1,0.7470071272112045,0.522119235726209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL035,T11,CJF_1,CJF,1,H,HST110613WAL035,1,0.6996637405357135,0.4732402632838473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL036,T11,CJF_1,CJF,1,H,HST110613WAL036,1,0.7828935096793246,0.5544857311964813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T110613WAL037,T11,CJF_1,CJF,1,H,HST110613WAL037,1,0.6641536307834088,0.4934940380142217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
