id,reading,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21,rad22
R-NAR040418024,CJF_1,4,0.840488749037626,0.3904238346538208,0.596280174342581,0.7317589991983113,0.840488749037626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040418024,CJF_2,4,0.8404650864305826,0.40951512898767806,0.584516654200175,0.7243275956466373,0.8404650864305826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040418024,CJF_3,4,0.8934846458326298,0.4633909120749694,0.6542808955043359,0.7815685233569815,0.8934846458326298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040418025,CJF_1,4,0.9761850934002667,0.4114778317936631,0.6223004942287973,0.8597020453958776,0.9761850934002667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040418025,CJF_2,4,1.0007494264858625,0.377080467957621,0.6332659346638284,0.8696484745246759,1.0007494264858625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040418025,CJF_3,4,0.9908245126023627,0.39743691762156647,0.6394415927550443,0.8803002609854598,0.9908245126023627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040418026,CJF_1,3,0.8040091097307127,0.3777662762103155,0.643783839549441,0.8040091097307127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040418026,CJF_2,3,0.7877052332403074,0.35750922495433934,0.6251621046205961,0.7877052332403074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040418026,CJF_3,3,0.8015099424339547,0.36986584109679677,0.6391270838556578,0.8015099424339547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518001,CJF_1,3,0.7952959754820395,0.3516778946414276,0.6217354855276682,0.7952959754820395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518001,CJF_2,3,0.7717506166851846,0.3444778693371803,0.5894489936540217,0.7717506166851846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518001,CJF_3,3,0.7360984353835797,0.3033473028869103,0.5572102328339006,0.7360984353835797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518002,CJF_1,4,0.8328172456212067,0.31772582503741253,0.5547186800169533,0.7145672266633624,0.8328172456212067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518002,CJF_2,4,0.8661678153992549,0.34768442109076325,0.5632918418378103,0.744403131391163,0.8661678153992549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518002,CJF_3,4,0.9335840121468262,0.4009577713754457,0.6404770798032813,0.8077010525417789,0.9335840121468262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518003,CJF_1,8,1.2812715297955959,0.4792055332383742,0.6664803727435178,0.8130809267983177,0.919572602733254,1.0190001912716133,1.1293031103356586,1.2026033873630582,1.2812715297955959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518003,CJF_2,8,1.250799791210227,0.44956109000742556,0.6429069983706868,0.7825080725566713,0.8749376899067688,0.9806960794416049,1.0930798513183908,1.1704234151637514,1.250799791210227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518003,CJF_3,8,1.2567344611093216,0.4661072266009522,0.6469214480513401,0.7888441889285119,0.8844326753014592,0.9837425486399097,1.0866185131380741,1.1784856125455174,1.2567344611093216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040518004,CJF_1,20,2.0558209458244248,0.48017152529318025,0.68275245664273,0.8340055215908979,0.9625474753704091,1.0602886326131005,1.1460573643914604,1.225233205297628,1.313449033116047,1.381380462325914,1.4439323569436429,1.522137512825768,1.5844467361874857,1.6611754810535937,1.7315540063035202,1.7814054616888848,1.8312569170742496,1.8723110568033738,1.9285127318049202,1.9908219551666375,2.0558209458244248,NA,NA
R-NAR040518004,CJF_2,21,2.058887257105331,0.4872336270945928,0.6846171429958379,0.8570443102720022,0.9882461590244322,1.0702725022295,1.1560617920251803,1.2309865358914238,1.3147100544660983,1.3859275497327312,1.4558721634721594,1.524175299832983,1.5774823478223572,1.657442919806419,1.7199173383556237,1.7873718870316435,1.8256828466495687,1.846931946675039,1.9068606021698327,1.9643548905922217,1.9964128385561262,2.058887257105331,NA
R-NAR040518004,CJF_3,22,2.0008259072572736,0.4613876595897865,0.6489224439046948,0.813990076058691,0.9407948443606362,1.0391196321911473,1.1183177280332592,1.1926196422474367,1.2675896484961162,1.3410039332893744,1.4024020413368397,1.4724758659575854,1.5198630010310024,1.5957206367006016,1.6584549288170718,1.7180777780226983,1.744992557163459,1.7694639854278782,1.8126230309078626,1.852441616215336,1.910060189317455,1.9547749562528622,2.0008259072572736
R-NAR040618001,CJF_1,20,2.018359996616376,0.550220641351247,0.7027724515149134,0.864668646553856,0.9930718636718159,1.0864519232072842,1.1706415511918165,1.242118528329376,1.3275848649621458,1.3948242918173814,1.4572647907283438,1.5105148580883692,1.5602427061523592,1.6287588416558327,1.6875231679464204,1.7481255805471951,1.790501083370436,1.8317538308697778,1.8888340241745172,1.9566348286917024,2.018359996616376,NA,NA
R-NAR040618001,CJF_2,19,1.962934422372072,0.6535053175906015,0.8167956334423295,0.94266542144924,1.0439416845588316,1.120577876192317,1.187772922318676,1.279124346001088,1.3420592400045432,1.4073660570294764,1.4684127219315062,1.519050853486302,1.5843576705112359,1.6411441832903613,1.6984143899895403,1.754717208848612,1.7906866549332703,1.8323207883222046,1.8976276053471381,1.962934422372072,NA,NA,NA
R-NAR040618001,CJF_3,19,2.0514343378490203,0.5661423516353954,0.7139540183456501,0.8805020039089789,1.0047808115210373,1.1058410512563825,1.1814005126417775,1.2674281527289093,1.3495199543125347,1.4168934474694317,1.4822990213745757,1.542825883111757,1.5872950996134276,1.6540400103273536,1.7092916967522467,1.7721007689626664,1.8182236134946046,1.9003154150782302,1.9801250061886169,2.0514343378490203,NA,NA,NA
R-NAR040618002,CJF_1,9,1.1973171423816502,0.43212368752074937,0.6193632512335743,0.7529483618401412,0.8643847610686164,0.9456922349413166,1.023146987852292,1.0923467547313503,1.14792756831847,1.1973171423816502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618002,CJF_2,9,1.2232437008240087,0.4556661606086546,0.6537019933264661,0.7613622449661015,0.8493927725393524,0.9396043805644235,1.0383763373436723,1.1138942878918667,1.1672734878156468,1.2232437008240087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618002,CJF_3,9,1.2147243139721897,0.4422482109857494,0.6189492632869852,0.7405567715013222,0.864629063286378,0.9362831121417375,1.0386548144304104,1.1003006388835204,1.1543415950379918,1.2147243139721897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618003,CJF_1,6,1.233468242463443,0.5215327015678004,0.754129515520038,0.8815300239369537,1.0174922450125474,1.1297424367585043,1.233468242463443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618003,CJF_2,6,1.1567370772719214,0.4385897611739346,0.6695863972179233,0.8089798018666098,0.9360514177411793,1.0545659541544792,1.1567370772719214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618003,CJF_3,6,1.1997306983915446,0.48715835751679504,0.7235801220640525,0.8492882070953044,0.9730483990795116,1.0876578646896067,1.1997306983915446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618004,CJF_1,8,1.200241527516492,0.46608181877173727,0.6489745646195084,0.772757256453883,0.8602892352514053,0.9399924257962013,1.0341797755103115,1.1174838482906537,1.200241527516492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618004,CJF_2,8,1.1600520162564945,0.4352010976283359,0.6122602718457366,0.7242938265832977,0.8153056929970532,0.8976719003640503,0.9934790513041767,1.0758452586711733,1.1600520162564945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618004,CJF_3,8,1.179021313664954,0.4485725721671488,0.6413373132609279,0.7437808207299338,0.8310745133893079,0.9159364852902541,1.0080754544925306,1.0965789525398006,1.179021313664954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618006,CJF_1,7,1.1216448483027217,0.4655355012578636,0.6272977594461231,0.7395727716367853,0.841682195931726,0.9559323354530799,1.0591470333519206,1.1216448483027217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618006,CJF_2,7,1.1060161758397564,0.46662798262768235,0.6222875862034596,0.7413452788111932,0.8255001012023999,0.9334313793051888,1.0283617881016924,1.1060161758397564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618006,CJF_3,7,1.129288958124072,0.4606918935823981,0.6325046623874845,0.7425816710151234,0.8172676675017042,0.9358067572720924,1.0242143338528382,1.129288958124072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618008,CJF_1,7,1.1527586760414537,0.36932747809898886,0.5975580537009241,0.724650993858041,0.8275163510057837,0.9505848225480557,1.0430030781579487,1.1527586760414537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618008,CJF_2,7,1.2312821615194063,0.48715562346178304,0.6741455877892235,0.813920653387053,0.9043302966551656,1.0306887448705129,1.1374598979121635,1.2312821615194063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618008,CJF_3,7,1.219132896442935,0.47125531196809345,0.647404820786337,0.7665651843277052,0.886039685958074,0.9927470057804393,1.104746467469663,1.219132896442935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618009,CJF_1,5,1.2187043435681293,0.5487492699204779,0.7529617027861176,0.9633814877613357,1.1024835447849817,1.2187043435681293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618009,CJF_2,5,1.1708746292141132,0.5226438267316678,0.7157435103069679,0.9173492626061962,1.050955634323221,1.1708746292141132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618009,CJF_3,5,1.178713768926455,0.5235304777863742,0.725425957750516,0.9098454685553926,1.0508941708471091,1.178713768926455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R-NAR040618010,CJF_1,19,2.00339014903817,0.5985364037981733,0.7778081184012301,0.9073338985100289,1.0128882125966414,1.1081206389369482,1.1834232293204658,1.2544663770557736,1.3344640352531274,1.4037041805385486,1.4682492580101358,1.5262962652180012,1.5697619420313507,1.6390020873167728,1.6925718392936155,1.7510544716671068,1.808665853709347,1.8935763923033477,1.951623399511213,2.00339014903817,NA,NA,NA
R-NAR040618010,CJF_2,20,2.0872459833564063,0.6308609533072845,0.8034270014581616,0.9344429961236386,1.0541493769745158,1.134916466067617,1.210150952501218,1.2819747810117441,1.3651082233368705,1.4295552483013962,1.4905916153428473,1.5474174282657733,1.5945000844106738,1.6658017605756745,1.7284045846537006,1.7823418919990766,1.8307465966849525,1.8904609151854281,1.942554021644304,2.0138556978093054,2.0872459833564063,NA,NA
