fishid,radcap
JAX111419131,0.609405295
JAX111419132,0.420260219
JUM092518A001,1.203192087
JUM092518A002,0.816647096
JUM092518A004,0.963360114
JUM092518A005,0.718899
JUM092518A006,0.882904565
JUM092518A007,1.090912791
JUM092518A008,0.901726242
JUM092518A009,0.817366797
JUM092518A010,1.007162647
JUM092518A011,1.035704519
JUM092518A012,0.775190001
JUM092518A013,1.033298219
JUM092518A014,1.756866074
JUM092518A015,1.191359164
JUM092518A017,1.18477938
JUM092518A018,1.055983153
JUM092518A019,0.713310399
JUM092518A020,0.717361686
JUM092518A021,1.142744789
JUM092518A022,1.084035753
JUM092518A023,0.893257655
JUM092518A024,0.786256112
JUM092518A025,1.013905058
JUM092518A026,2.189031023
JUM092518A027,1.537213011
JUM092518A028,1.307565256
JUM092518A029,1.767223344
JUM092518A030,1.943650265
JUM092518A031,1.344231672
JUM092518A032,1.440527147
JUM092518A033,1.772990499
JUM092518A034,1.521365718
JUM092518A035,1.495249339
JUM092518A036,1.698646394
JUM092518A037,1.854903779
JUM092518A038,1.045733119
JUM092518A039,1.130774601
JUM092518A040,0.737215645
JUM092518A041,0.778920151
JUM092518A042,1.011539448
JUM092518A043,1.182746695
JUM092518A044,1.063730084
JUM092518A045,1.159980905
JUM092518A046,0.887486875
JUM092518A047,1.143689803
JUM092518A049,0.717753342
JUM092518A050,0.892321713
JUM092518A051,0.754610926
JUM092518A052,0.984024237
JUM092518A053,0.985934321
JUM092518A057,0.740130962
JUM092518A058,1.070459546
JUM092518A059,1.190729564
JUM092518A060,1.073187459
JUM092518A067,0.840713053
JUM092518A068,0.890108359
JUM092518A069,0.80988729
JUM092518A070,0.787843735
JUM092518A071,0.556086962
JUM092518A072,0.859375505
JUM092518A075,1.218824631
JUM092518A076,0.920474824
JUM092518A077,1.008580949
JUM092518A079,0.953857561
JUM092518A080,1.019545723
JUM092518A081,0.818755998
JUM092518A082,0.849738976
JUM092518A083,1.036359635
JUM092518A084,0.981329584
JUM092518A085,0.887969443
JUM092518A086,0.813501893
JUM092518A087,0.920852835
JUM092518A088,1.100819848
JUM092518A089,0.920601122
JUM092518A090,0.706650151
JUM092518A091,0.991516536
JUM092518A092,1.018906722
JUM092518A093,0.880827593
JUM092518A094,1.275682812
JUM092518A095,1.047260553
JUM092518A096,0.896844593
JUM092518A097,0.943420041
JUM092518A098,1.022278702
JUM092518A099,1.10383616
JUM092518A101,1.191985946
JUM092718A001,1.732223922
JUM092718A002,0.928159026
JUM101118A001,0.851091418
JUM101118A002,0.948256284
JUM101118A003,0.942499402
JUM101118A004,1.020613715
JUM101118A005,0.945652611
JUM101118A006,1.280060921
JUM101118A007,0.830013477
JUM101118A008,0.735170116
JUM101118A009,2.200743216
JUM101118A010,1.443000737
JUM101118A011,1.0706487
JUM101118A012,0.915433357
JUM101118A013,0.820385204
JUM101118A014,1.133904789
JUM101118A015,0.83873323
JUM101118A016,0.636319792
JUM101118A017,0.810696024
JUM101118A018,1.310871408
JUM101118A019,1.241170969
JUM101118A020,1.07003977
JUM101118A021,0.797512929
JUM101118A022,0.651001786
JUM101118A023,0.629599138
JUM111518A001,1.694654341
JUM111518A002,1.761853803
JUM111518A003,1.746035842
JUM111518A004,1.259748639
JUM111518A005,1.421519369
JUM111518A006,1.252983856
JUM111518A007,1.241465462
JUM111518A008,1.454272218
JUM111518A009,0.663419485
JUM111518A010,0.672236478
JUM111518A011,0.698349492
JUM111518A012,1.198319893
JUM111518A013,0.666018862
JUM111518A014,0.669143812
JUM111518A015,0.689888272
JUM111518A016,0.716353335
JUM111518A017,0.724642579
JUM111518A018,0.716569107
JUM111518A019,0.616217822
JUM111518A020,0.738793846
JUM111518A021,0.716760382
JUM111518A025,1.333243988
JUM111518A026,1.163967576
JUM111518A027,1.20254996
NAR061119001,1.1198038
NAR061119002,0.819581187
NAR061119003,0.867397473
NAR061119004,0.688014346
NAR061119005,0.905228919
NAR061119006,1.081399246
NAR061119007,1.561965112
NAR061119008,1.577381383
NAR061119009,0.949867813
NAR061119026,0.796991716
NAR061119027,0.788633224
NAR061119029,0.975674952
NAR061119030,0.82574687
NAR061119031,0.667688608
NAR061119032,1.203523727
NAR061119033,1.288836457
NAR061119034,1.750251988
NAR061119035,1.539139421
NAR061219001,1.397067384
NAR061219002,0.656129044
NAR061219003,0.75044357
NAR061219004,2.463958423
NAR061219005,1.511222753
NAR061219006,1.203045802
NAR061219007,1.086703868
NAR061219008,0.834405325
NAR061219009,0.907066506
NAR061219010,0.920365427
NAR061219012,1.29804235
NAR061219013,1.27993569
NAR061219014,1.250976046
NAR061219015,1.718079997
NAR061319035,1.378148098
NAR061319036,1.123671454
NAR061319037,0.954804385
NAR061319038,1.177123559
NAR061319039,0.772030128
NAR061319040,0.836216027
NAR061319041,1.144117324
NAR061319042,0.84183037
NAR061419001,1.869935178
NAR061419002,0.769537122
NAR061419003,0.789909281
NAR061419004,0.891137806
NAR061419005,0.916784993
NAR061419006,0.645791191
NAR061419007,0.675448814
NAR061419008,0.671074541
NAR061419009,0.968284629
NAR061419010,0.825771518
NAR061419011,0.833492309
NAR061419012,1.451893403
NAR061419013,0.967730524
NAR061419014,0.889583877
NAR061419015,1.043107841
NAR061419016,0.878049681
NAR061419017,1.432889476
NAR061419018,1.234724777
NAR061419019,1.543360793
NAR061419020,1.61274827
NAR061419021,1.253369843
NAR061419022,1.223546755
NAR061419023,1.110372046
NAR061419024,1.577652592
NAR061419025,0.842709945
NAR061419026,1.307225445
NAR061419027,1.321228636
NAR061419028,1.901283804
NAR061419029,1.253758606
NAR061419030,1.396637084
NAR061419031,1.257474774
NAR061419032,0.74065891
NAR061419033,0.946413869
NAR061419034,1.332936022
NAR061419035,0.862260713
NAR061419036,1.153101227
NAR061419037,0.706698215
NAR061419038,1.408311375
NAR061419039,1.069793948
NAR061419040,0.905738973
NST110719001,0.935863928
NST110719002,0.807474683
NST110719003,0.66176217
NST110719004,0.618375246
NST110719005,0.902775902
NST110719006,0.770552424
NST110719007,0.923940805
NST110719008,0.698979845
NST110719009,0.666860249
NST110719010,0.872295669
NST110719011,0.795791541
NST110719012,0.945225448
NST110719013,1.069616992
NST110719014,0.79230891
NST110719015,0.742854164
NST110719016,1.097880557
NST110719017,0.748294648
NST110719018,0.744091145
NST110719019,0.650385372
NST110719020,0.770313437
NST110719021,0.79093989
NST110719022,0.848174916
NST110719023,0.696440388
NST110719024,0.686332954
NST110719025,0.615952024
NST110719026,0.693828529
NST110719027,0.850112443
NST110719028,0.784465335
NST110719029,0.706806599
NST110719030,1.036852626
NST110719031,1.029198853
NST110719032,1.04450423
NST110719033,0.639781337
NST110719034,1.183677967
NST110719035,0.845488501
NST110719036,0.681817804
NST110719037,0.549153961
NST110719038,0.790057782
NST110719039,0.916108898
NST110719040,0.724649863
NST110719041,0.751806694
NST110719042,0.736193035
NST110719043,1.362287111
NST110719044,0.84278259
NST110719045,0.831765961
NST110719046,0.979456452
NST110719047,0.885393864
NST110719048,1.207164615
NST110719049,1.127876572
NST110719050,0.985441332
NST110719051,0.498909394
NST110719052,0.770245856
NST110719053,1.165335357
NST110719054,0.991021637
NST110719055,0.826478115
NST110719056,0.954692419
NST110719057,1.147095706
NST110719058,0.816845404
NST110719059,0.906298418
NST110719060,0.853044657
NST110719061,1.082027645
NST110719062,0.855261488
NST110719063,1.02973265
NST110719064,0.926009144
NST110719065,0.693126924
NST110719066,1.036508815
NST110719067,0.636392169
NST110719069,0.609441232
NST110719070,0.758368749
NST110719071,0.618839721
NST110719072,0.550149327
PRW111219001,1.089367238
PRW111219002,0.914230824
PRW111219003,0.654966338
PRW111219004,0.545264592
PRW111219005,0.816091548
PRW111219006,0.823380897
PRW111219007,0.594375055
PRW111219008,0.505099801
PRW111219009,0.970804966
PRW111219010,0.741779695
PRW111219011,0.733693472
PRW111219012,0.859422904
PRW111219013,0.764310665
PRW111219014,0.754012073
PRW111219015,0.883625214
PRW111219016,0.908190008
PRW111219017,0.718168444
PRW111219018,0.369744274
PRW111219019,0.475936859
PRW111219020,0.683676272
PRW111219021,0.581623932
PRW111219022,0.565593241
PRW111219023,0.956551758
PRW111219024,0.607233977
PRW111219025,0.597259031
PRW111219026,0.570631411
PRW111219027,0.427549573
PRW111219028,0.944145441
PRW111219029,1.106449605
PRW111219030,0.802706697
PRW111219031,0.927002553
PRW111219032,0.615719129
PRW111219033,0.581594767
PRW111219034,0.784732618
PRW111219035,0.949188043
PRW111219036,0.574257859
PRW111219037,0.671274491
PRW111219038,0.584427012
PRW111219039,0.927030843
PRW111219040,0.566351068
PRW111219041,0.588516862
PRW111219042,0.531473106
PRW111219043,0.530869285
PRW111219044,0.600713226
PRW111219045,0.630628925
PRW111219046,0.484430832
PRW111219047,0.511074278
PRW111219048,0.706521482
PRW111219049,0.617693474
PRW111219050,0.440753925
PRW111219051,0.485541837
PRW111219053,0.500238985
PRW111219054,0.456832761
PRW111219056,0.451688962
PRW111219057,0.51853437
PRW111219058,0.573387056
PRW111219060,1.040900069
PRW111219061,0.967132139
PRW111219062,0.870553062
PRW111219063,0.534587661
PRW111219065,0.714493753
PRW111219066,0.532641015
PRW111219067,0.543753635
PRW111219069,0.456071275
PRW111219070,0.38882927
PRW111219071,0.619277536
PRW111219072,0.632932365
PRW111219073,0.65238147
PRW111219074,0.555754524
PRW111219075,0.44112212
PRW111219076,0.543354853
PRW111219077,0.468344279
PRW111219079,0.485022943
PRW111219080,0.561430041
PRW111219081,0.373332026
PRW111219082,0.474624351
PRW111219083,0.642899353
PRW111219084,0.701957266
PRW111219085,0.61780867
PRW111219086,0.511771526
PRW111219087,0.459583442
PRW111219088,0.527432017
ANX091818A003,1.193329443
ANX091818A004,0.528341231
ANX091818A005,0.690057969
ANX091818A006,0.995880515
ANX091818A009,0.757243686
ANX091818A010,0.648644741
ANX091818A011,0.946025898
ANX091818A012,0.67280978
ANX091818A013,0.804801218
ANX091818A014,0.678000737
ANX091818A015,0.720395031
ANX091818A016,0.594909237
ANX091818A017,0.982934382
ANX091818A018,0.761285754
ANX091818A020,0.810711416
ANX091818A021,0.773569648
ANX091818A023,0.813934887
ANX091818A024,0.660739737
ANX091818A025,0.781952045
ANX091818A026,0.932416752
ANX091818A027,0.879732346
ANX091818A028,0.846002364
ANX091818A029,1.427768188
ANX091818A030,0.641411724
ANX091818A031,0.798811617
ANX091818A033,1.321190751
ANX091818A034,0.840857301
ANX091818A036,0.631666051
ANX091818A037,0.464759077
ANX091818A038,0.954690526
ANX091818A039,0.897117607
ANX091818A040,1.096211658
ANX091818A041,0.517069628
ANX091818A042,0.586502344
ANX091818A043,0.850685018
ANX091818A044,0.520096145
ANX091818A045,0.627019936
ANX091818A046,0.778781099
ANX091818A047,0.851465795
ANX091818A048,0.64582428
ANX091818A049,0.635934745
ANX091818A050,0.530835191
ANX091818A051,0.785071971
ANX091818A052,1.377436024
ANX091818A053,1.075632372
ANX091818A054,0.561471282
ANX091818A055,0.64524414
ANX091818A056,0.656911714
ANX091818A057,0.846837056
ANX091818A058,0.583357523
ANX091818A059,0.766457435
ANX091818A060,0.716235297
ANX091818A061,0.824602935
ANX091818A062,0.923231282
ANX091818A063,0.671485666
ANX091818A064,0.656543982
ANX091818A065,0.908436569
ANX091818A066,0.625429452
ANX091818A067,0.826634744
ANX091818A068,0.557882604
ANX091818A069,0.756904882
ANX091818A070,0.628530031
ANX091818A071,0.621034621
ANX091818A072,0.661539114
ANX091818A073,0.725115853
ANX091818A074,0.663810214
ANX091818A076,0.751766586
ANX091818A077,0.659687805
ANX091818A078,0.618580633
ANX091818A079,0.736560928
ANX091818A080,0.691711645
ANX091818A081,0.61457709
ANX091818A082,1.123434466
ANX091818A083,1.134920702
ANX091818A084,0.754491219
ANX091818A085,0.939476982
ANX091818A087,0.806878553
ANX091818A088,0.609585105
ANX091818A089,0.805620879
ANX091818A090,0.763552225
ANX091818A091,0.874785688
ANX091818A092,0.517471738
ANX091818A093,0.642134721
ANX091818A094,0.661133874
ANX091818A095,1.111831822
ANX091818A096,0.766550716
ANX091818A097,0.541166333
ANX091818A098,0.599828309
ANX091818A099,0.756944516
ANX091818A100,0.618043688
ANX091818A101,0.591290961
ANX091818A102,0.415755938
ANX091818A103,0.682877734
ANX091818A104,0.615223537
ANX091818A105,0.820665584
ANX091818A106,0.595856526
ANX091818A108,0.668689016
ANX091818A110,0.433613884
ANX091818A111,0.697653926
ANX091818A112,0.489739727
ANX091818A113,0.583540915
ANX091818A114,0.808408931
ANX091818A115,0.611138282
ANX102518A001,1.064917837
ANX102518A002,1.193338594
ANX102518A003,1.176275903
ANX102518A004,1.198592925
ANX102518A005,1.116897936
ANX102518A006,1.108873302
ANX102518A007,1.067786964
ANX102518A008,1.171027327
ANX102518A009,1.071009337
ANX102518A010,1.158360911
ANX102518A011,1.080670625
ANX102518A012,1.178885066
ANX102518A014,0.750746295
ANX102518A015,0.963793028
ANX102518A016,1.076374006
ANX112018A001,0.878954493
ANX112018A002,0.983892779
ANX112018A003,1.188486432
ANX112018A004,1.291921437
ANX112018A005,0.947008448
ANX112018A007,0.92433165
ANX112018A008,0.989445299
ANX112018A009,1.045120567
JUM092518A001,1.165386202
JUM092518A002,0.824507732
JUM092518A004,0.947394849
JUM092518A005,0.524046754
JUM092518A006,0.606083328
JUM092518A007,1.13912642
JUM092518A008,0.883000566
JUM092518A009,0.71520137
JUM092518A010,1.026088203
JUM092518A011,1.038274049
JUM092518A012,0.711556744
JUM092518A013,1.003981076
JUM092518A014,1.705007331
JUM092518A015,1.115340755
JUM092518A017,1.112712901
JUM092518A018,0.924659937
JUM092518A019,0.691712368
JUM092518A020,0.692225397
JUM092518A021,1.116236982
JUM092518A022,0.951215012
JUM092518A023,0.794252479
JUM092518A024,0.684532687
JUM092518A025,0.990163623
JUM092518A026,2.204849428
JUM092518A027,1.446336752
JUM092518A028,1.306972456
JUM092518A029,1.741174891
JUM092518A030,1.820441979
JUM092518A031,1.381063358
JUM092518A032,1.457396652
JUM092518A033,1.426764171
JUM092518A034,1.493397804
JUM092518A035,1.407501332
JUM092518A036,1.593394176
JUM092518A037,1.6967905
JUM092518A038,0.825431402
JUM092518A039,1.055579935
JUM092518A040,0.599628218
JUM092518A041,0.68298243
JUM092518A042,0.776559077
JUM092518A043,1.169636696
JUM092518A044,1.082885497
JUM092518A045,1.051536495
JUM092518A046,0.665158628
JUM092518A047,0.699042202
JUM092518A048,1.030724988
JUM092518A049,0.719311476
JUM092518A050,0.74745234
JUM092518A051,0.678457073
JUM092518A052,0.926995685
JUM092518A053,0.889006749
JUM092518A054,1.060892549
JUM092518A055,0.729505312
JUM092518A057,0.791647017
JUM092518A058,1.002872873
JUM092518A059,1.167017566
JUM092518A060,0.79112894
JUM092518A061,0.835390328
JUM092518A062,0.941387274
JUM092518A063,0.877068982
JUM092518A064,0.792248698
JUM092518A065,0.854625649
JUM092518A066,0.936180004
JUM092518A067,0.859695295
JUM092518A068,0.912908539
JUM092518A069,0.794836461
JUM092518A070,0.933600021
JUM092518A071,0.656458681
JUM092518A072,0.793647277
JUM092518A075,1.17972963
JUM092518A076,0.886291713
JUM092518A077,1.095357932
JUM092518A079,0.965486924
JUM092518A080,1.053339926
JUM092518A081,0.778917839
JUM092518A082,0.844077011
JUM092518A083,1.020832993
JUM092518A084,0.963570444
JUM092518A085,0.856122655
JUM092518A086,0.856122655
JUM092518A087,0.928630174
JUM092518A088,1.052912627
JUM092518A089,0.878444648
JUM092518A090,0.633663949
JUM092518A091,0.975906245
JUM092518A092,0.99781812
JUM092518A093,0.708731966
JUM092518A094,1.204159458
JUM092518A095,1.059419652
JUM092518A096,0.750286612
JUM092518A097,0.803507934
JUM092518A098,1.019086846
JUM092518A099,1.173702262
JUM092518A100,0.783860319
JUM092518A101,1.079416509
JUM092718A001,1.659327876
JUM092718A002,0.884694863
JUM101118A001,0.724099441
JUM101118A002,0.891449382
JUM101118A003,0.974790234
JUM101118A004,0.870683065
JUM101118A005,0.905271782
JUM101118A006,1.238910005
JUM101118A007,0.781962275
JUM101118A008,0.748076199
JUM101118A009,2.024997778
JUM101118A010,1.328049698
JUM101118A011,1.195966555
JUM101118A012,0.907152137
JUM101118A013,0.789169817
JUM101118A014,1.025758744
JUM101118A015,0.768344324
JUM101118A016,0.515756726
JUM101118A017,0.849760555
JUM101118A018,1.97821561
JUM101118A019,1.258967831
JUM101118A020,1.073614922
JUM101118A021,0.646115315
JUM101118A022,0.575253857
JUM101118A023,0.68261629
JUM111518A001,1.696802287
JUM111518A002,1.724588357
JUM111518A003,1.75660411
JUM111518A004,1.193174338
JUM111518A005,1.154549696
JUM111518A006,1.202547712
JUM111518A007,1.182321868
JUM111518A008,1.411913949
JUM111518A009,0.623323351
JUM111518A010,0.68582578
JUM111518A011,0.659687805
JUM111518A012,1.157780636
JUM111518A013,0.672703501
JUM111518A014,0.663012066
JUM111518A015,0.67132481
JUM111518A016,0.616655495
JUM111518A017,0.691399306
JUM111518A018,0.791737962
JUM111518A019,0.683845743
JUM111518A020,0.737901077
JUM111518A021,0.74434938
JUM111518A022,0.51068973
JUM111518A023,0.568493624
JUM111518A024,0.726281626
JUM111518A025,1.265629488
JUM111518A026,1.117680634
JUM111518A027,1.129669421
NAR031919001,1.23989677
NAR031919002,1.479921957
NAR031919003,1.061829553
NAR032018001,1.818413594
NAR032018002,1.863648304
NAR032018003,0.63109508
NAR032018004,1.430833324
NAR032018005,0.538045537
NAR032018006,0.847637894
NAR032018007,0.563071931
NAR032018008,1.27751047
NAR032018009,0.752586208
NAR032018010,0.630834368
NAR032018011,1.291945819
NAR032018012,1.301792994
NAR032018013,1.779849713
NAR032018014,0.774010336
NAR032018015,1.20756035
NAR032018016,0.845170989
NAR032018017,1.246717691
NAR032018018,1.035577134
NAR032018019,1.103777604
NAR032018020,0.884249965
NAR032018021,1.325493493
NAR032018022,0.988911017
NAR032018023,1.272915158
NAR032019001,1.308804034
NAR032019002,1.005310897
NAR032019003,1.268782881
NAR032019004,1.472657462
NAR032019005,1.293837702
NAR032019006,1.535574485
NAR032019007,1.136321257
NAR032019008,1.237321704
NAR032019009,1.547412356
NAR032019010,1.336276917
NAR032019011,0.913547481
NAR032019012,0.924722661
NAR032019013,1.16264956
NAR032019014,0.68262508
NAR032118001,1.244869873
NAR032118002,1.283057676
NAR032118003,1.679307298
NAR032118004,1.580132273
NAR032118005,1.092330536
NAR032118006,1.20283831
NAR032118007,1.353018108
NAR032118008,1.258648482
NAR032118009,1.335639547
NAR032118010,0.803375379
NAR032118011,0.639301181
NAR032118012,0.853510398
NAR032118013,1.259817447
NAR032118014,1.040771349
NAR032118015,1.089662792
NAR032118016,1.000472888
NAR032118017,1.256741819
NAR032118018,1.242948511
NAR032118019,1.11350348
NAR032118020,0.664158114
NAR032118021,1.104138578
NAR032118022,1.003767403
NAR032118023,1.196822877
NAR032118024,0.701045648
NAR032118025,0.949089037
NAR032118026,1.124215282
NAR032118027,0.79183963
NAR032118028,0.719902771
NAR032118029,1.164879393
NAR032118030,1.09785837
NAR032118031,1.37958617
NAR032118032,1.260633571
NAR032118033,0.796600904
NAR032118034,1.01230529
NAR032118035,0.870650906
NAR032118036,0.642059187
NAR032118037,0.930734119
NAR032118038,0.810846471
NAR032118039,1.276922864
NAR032118040,0.815529889
NAR032118041,1.282501072
NAR032118042,1.144003934
NAR032118043,0.916306172
NAR032118044,1.170355929
NAR032118045,0.882682842
NAR032118046,0.593794577
NAR032118047,0.967678149
NAR032118048,1.129092556
NAR032118049,1.419162077
NAR032118050,0.817205604
NAR032118051,1.120980374
NAR032118052,0.915338735
NAR032118053,0.737634733
NAR032118054,0.764629322
NAR032118055,0.763950915
NAR032118056,1.393055993
