fishid,waterbody,reading,reader,rep,light_type,id,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7
JUM101521J023,JUM,CJF_3,CJF,3,R,R-JUM101521J023,4,0.6738938692025186,0.313335577368444,0.4175013498079688,0.5133257818149058,0.6189313638305397,NA,NA,NA
JUM101521J024,JUM,CJF_1,CJF,1,R,R-JUM101521J024,2,0.694435849059,0.4086631642138167,0.5797669318709857,NA,NA,NA,NA,NA
JUM101521J024,JUM,CJF_2,CJF,2,R,R-JUM101521J024,2,0.6804613653164805,0.3672449939107139,0.5532173782823266,NA,NA,NA,NA,NA
JUM101521J024,JUM,CJF_3,CJF,3,R,R-JUM101521J024,2,0.6617601769509315,0.4035100044606442,0.5559009756325594,NA,NA,NA,NA,NA
JUM101521J025,JUM,CJF_1,CJF,1,R,R-JUM101521J025,2,0.8435894166209466,0.5117634811326455,0.7252268075987224,NA,NA,NA,NA,NA
JUM101521J025,JUM,CJF_2,CJF,2,R,R-JUM101521J025,2,0.6175623969428118,0.335911813344964,0.49295905061389433,NA,NA,NA,NA,NA
JUM101521J025,JUM,CJF_3,CJF,3,R,R-JUM101521J025,2,0.8185264269636112,0.5244900210816341,0.6787962739163917,NA,NA,NA,NA,NA
JUM101521J027,JUM,CJF_1,CJF,1,R,R-JUM101521J027,0,0.6540750756391714,NA,NA,NA,NA,NA,NA,NA
JUM101521J027,JUM,CJF_2,CJF,2,R,R-JUM101521J027,0,0.5112585061967709,NA,NA,NA,NA,NA,NA,NA
JUM101521J027,JUM,CJF_3,CJF,3,R,R-JUM101521J027,0,0.5343023850506755,NA,NA,NA,NA,NA,NA,NA
JUM101521J028,JUM,CJF_1,CJF,1,R,R-JUM101521J028,0,0.500524957626234,NA,NA,NA,NA,NA,NA,NA
JUM101521J028,JUM,CJF_2,CJF,2,R,R-JUM101521J028,0,0.526054270970413,NA,NA,NA,NA,NA,NA,NA
JUM101521J028,JUM,CJF_3,CJF,3,R,R-JUM101521J028,0,0.5241196537980713,NA,NA,NA,NA,NA,NA,NA
JUM101521J029,JUM,CJF_1,CJF,1,R,R-JUM101521J029,0,0.5004070748465003,NA,NA,NA,NA,NA,NA,NA
JUM101521J029,JUM,CJF_2,CJF,2,R,R-JUM101521J029,0,0.5045697115802552,NA,NA,NA,NA,NA,NA,NA
JUM101521J029,JUM,CJF_3,CJF,3,R,R-JUM101521J029,0,0.558154757814223,NA,NA,NA,NA,NA,NA,NA
JUM101521J030,JUM,CJF_1,CJF,1,R,R-JUM101521J030,0,0.5635799969237535,NA,NA,NA,NA,NA,NA,NA
JUM101521J030,JUM,CJF_2,CJF,2,R,R-JUM101521J030,0,0.5237032784411636,NA,NA,NA,NA,NA,NA,NA
JUM101521J030,JUM,CJF_3,CJF,3,R,R-JUM101521J030,0,0.5566994676071834,NA,NA,NA,NA,NA,NA,NA
JUM101521J031,JUM,CJF_1,CJF,1,R,R-JUM101521J031,0,0.35861998006159745,NA,NA,NA,NA,NA,NA,NA
JUM101521J031,JUM,CJF_2,CJF,2,R,R-JUM101521J031,0,0.40794714665801046,NA,NA,NA,NA,NA,NA,NA
JUM101521J031,JUM,CJF_3,CJF,3,R,R-JUM101521J031,0,0.3621107779618947,NA,NA,NA,NA,NA,NA,NA
JUM101521J032,JUM,CJF_1,CJF,1,R,R-JUM101521J032,0,0.5036362506717441,NA,NA,NA,NA,NA,NA,NA
JUM101521J032,JUM,CJF_2,CJF,2,R,R-JUM101521J032,0,0.4940983851935453,NA,NA,NA,NA,NA,NA,NA
JUM101521J032,JUM,CJF_3,CJF,3,R,R-JUM101521J032,0,0.4842041698211317,NA,NA,NA,NA,NA,NA,NA
JUM101521J033,JUM,CJF_1,CJF,1,R,R-JUM101521J033,0,0.35405250251956666,NA,NA,NA,NA,NA,NA,NA
JUM101521J033,JUM,CJF_2,CJF,2,R,R-JUM101521J033,0,0.2860739144993515,NA,NA,NA,NA,NA,NA,NA
JUM101521J033,JUM,CJF_3,CJF,3,R,R-JUM101521J033,0,0.30942045043607735,NA,NA,NA,NA,NA,NA,NA
JUM101521J034,JUM,CJF_1,CJF,1,R,R-JUM101521J034,0,0.39949714919104773,NA,NA,NA,NA,NA,NA,NA
JUM101521J034,JUM,CJF_2,CJF,2,R,R-JUM101521J034,0,0.4332721214644204,NA,NA,NA,NA,NA,NA,NA
JUM101521J034,JUM,CJF_3,CJF,3,R,R-JUM101521J034,0,0.4300427885850446,NA,NA,NA,NA,NA,NA,NA
JUM101521J035,JUM,CJF_1,CJF,1,R,R-JUM101521J035,0,0.5129802958981682,NA,NA,NA,NA,NA,NA,NA
JUM101521J035,JUM,CJF_2,CJF,2,R,R-JUM101521J035,0,0.5546038904896003,NA,NA,NA,NA,NA,NA,NA
JUM101521J035,JUM,CJF_3,CJF,3,R,R-JUM101521J035,0,0.5288071936095491,NA,NA,NA,NA,NA,NA,NA
JUM101521J036,JUM,CJF_1,CJF,1,R,R-JUM101521J036,0,0.3887653945442203,NA,NA,NA,NA,NA,NA,NA
JUM101521J036,JUM,CJF_2,CJF,2,R,R-JUM101521J036,0,0.4157572746704978,NA,NA,NA,NA,NA,NA,NA
JUM101521J036,JUM,CJF_3,CJF,3,R,R-JUM101521J036,0,0.41743261825337924,NA,NA,NA,NA,NA,NA,NA
JUM101521J037,JUM,CJF_1,CJF,1,R,R-JUM101521J037,0,0.6014530651191053,NA,NA,NA,NA,NA,NA,NA
JUM101521J037,JUM,CJF_2,CJF,2,R,R-JUM101521J037,0,0.6104012273428481,NA,NA,NA,NA,NA,NA,NA
JUM101521J037,JUM,CJF_3,CJF,3,R,R-JUM101521J037,0,0.5998380503178887,NA,NA,NA,NA,NA,NA,NA
JUM101521J038,JUM,CJF_1,CJF,1,R,R-JUM101521J038,0,0.5336502718700553,NA,NA,NA,NA,NA,NA,NA
JUM101521J038,JUM,CJF_2,CJF,2,R,R-JUM101521J038,0,0.5575982262188507,NA,NA,NA,NA,NA,NA,NA
JUM101521J038,JUM,CJF_3,CJF,3,R,R-JUM101521J038,0,0.5527532408757839,NA,NA,NA,NA,NA,NA,NA
JUM101521J039,JUM,CJF_1,CJF,1,R,R-JUM101521J039,5,1.0840016185910555,0.5042794761086189,0.6482254111246757,0.7832235017950254,0.8772786975874869,0.9775564503842986,NA,NA
JUM101521J039,JUM,CJF_2,CJF,2,R,R-JUM101521J039,5,1.1218025269502991,0.47800697089305205,0.678795760738909,0.8159412839739739,0.9245874234508796,1.029444359324892,NA,NA
JUM101521J039,JUM,CJF_3,CJF,3,R,R-JUM101521J039,5,1.142053157035912,0.5237664041486667,0.6563051252099807,0.8298575897516325,0.9150224970775469,1.0222345764847223,NA,NA
JUM101521J040,JUM,CJF_1,CJF,1,R,R-JUM101521J040,2,0.5863167677650086,0.25926747443605075,0.4665680659105952,NA,NA,NA,NA,NA
JUM101521J040,JUM,CJF_2,CJF,2,R,R-JUM101521J040,2,0.5079520635806208,0.25813857494582126,0.3940452869526514,NA,NA,NA,NA,NA
JUM101521J040,JUM,CJF_3,CJF,3,R,R-JUM101521J040,2,0.5446644012796078,0.28652457832049494,0.44679825715143806,NA,NA,NA,NA,NA
JUM101521J041,JUM,CJF_1,CJF,1,R,R-JUM101521J041,2,0.7917521328632741,0.5058533079590556,0.6559231839893709,NA,NA,NA,NA,NA
JUM101521J041,JUM,CJF_2,CJF,2,R,R-JUM101521J041,2,0.807115057808985,0.4646892614723067,0.6776797468220874,NA,NA,NA,NA,NA
JUM101521J041,JUM,CJF_3,CJF,3,R,R-JUM101521J041,2,0.7427232168492509,0.4517898275764889,0.63480470484031,NA,NA,NA,NA,NA
JUM101521J042,JUM,CJF_1,CJF,1,R,R-JUM101521J042,2,0.9618538385396046,0.6507477484204696,0.8314387181445771,NA,NA,NA,NA,NA
JUM101521J042,JUM,CJF_2,CJF,2,R,R-JUM101521J042,3,0.9192563633935531,0.4179125509196498,0.6637276826716183,0.8089429434857303,NA,NA,NA,NA
JUM101521J042,JUM,CJF_3,CJF,3,R,R-JUM101521J042,3,0.9075090264360027,0.42304418279722483,0.6308360077272892,0.8162413531665531,NA,NA,NA,NA
JUM101521J043,JUM,CJF_1,CJF,1,R,R-JUM101521J043,4,1.0887517470287251,0.555918477577882,0.7278211614826828,0.870639628323746,0.9642296466232301,NA,NA,NA
JUM101521J043,JUM,CJF_2,CJF,2,R,R-JUM101521J043,4,1.0916192826964408,0.5225580963651892,0.7205370595186096,0.8560675718346206,0.991079698120862,NA,NA,NA
JUM101521J043,JUM,CJF_3,CJF,3,R,R-JUM101521J043,4,0.6940166227326401,0.3695920322246375,0.45919968072874595,0.5486097133586396,0.6475290984642005,NA,NA,NA
JUM101521J044,JUM,CJF_1,CJF,1,R,R-JUM101521J044,6,1.0441832865700542,0.44299432292528,0.5798778366888289,0.6961221910467029,0.805365696027511,0.8846447107500193,0.9745655864753069,NA
JUM101521J044,JUM,CJF_2,CJF,2,R,R-JUM101521J044,6,1.0849214710591295,0.45733847007945294,0.6084596545624489,0.7286621171869767,0.8388054167749361,0.9493218337338616,1.0220890476862854,NA
JUM101521J044,JUM,CJF_3,CJF,3,R,R-JUM101521J044,6,1.0487629494162987,0.4405778224424362,0.5947969331652763,0.7369776795184727,0.8313149006076235,0.9226425306043626,1.0146450753205745,NA
JUM101521J045,JUM,CJF_1,CJF,1,R,R-JUM101521J045,2,0.9433098681425298,0.509555336702532,0.7046852857433263,NA,NA,NA,NA,NA
JUM101521J045,JUM,CJF_2,CJF,2,R,R-JUM101521J045,2,0.8613924387883463,0.504469046704473,0.7056038603094602,NA,NA,NA,NA,NA
JUM101521J045,JUM,CJF_3,CJF,3,R,R-JUM101521J045,2,0.8854800119883677,0.49786828851169057,0.7153560478234307,NA,NA,NA,NA,NA
JUM101521J046,JUM,CJF_1,CJF,1,R,R-JUM101521J046,2,0.5597595173484902,0.2307288939590558,0.4079641923754263,NA,NA,NA,NA,NA
JUM101521J046,JUM,CJF_2,CJF,2,R,R-JUM101521J046,2,0.7145659899882099,0.4059183286889921,0.5925078971763448,NA,NA,NA,NA,NA
JUM101521J046,JUM,CJF_3,CJF,3,R,R-JUM101521J046,2,0.6864809716246342,0.3765184077957414,0.5622256754991964,NA,NA,NA,NA,NA
JUM101521J047,JUM,CJF_1,CJF,1,R,R-JUM101521J047,3,0.9667442929290055,0.539222168754695,0.6904131630889756,0.8473566593600379,NA,NA,NA,NA
JUM101521J047,JUM,CJF_2,CJF,2,R,R-JUM101521J047,3,0.9775807805116907,0.5546914503661372,0.723334655600095,0.8457786602911066,NA,NA,NA,NA
JUM101521J047,JUM,CJF_3,CJF,3,R,R-JUM101521J047,3,0.9553907659977618,0.5027832960484448,0.7362901492486231,0.8544787289419306,NA,NA,NA,NA
JUM101521J048,JUM,CJF_1,CJF,1,R,R-JUM101521J048,5,0.9182782956068061,0.4432220221028783,0.592956385205947,0.6925135182204761,0.7842284116579172,0.8387920546276908,NA,NA
JUM101521J048,JUM,CJF_2,CJF,2,R,R-JUM101521J048,6,0.8593376941142578,0.30802516911498595,0.43345982732887456,0.5387940579754592,0.6427327744377034,0.705325109556765,0.7806858996754045,NA
JUM101521J048,JUM,CJF_3,CJF,3,R,R-JUM101521J048,5,0.8911056866896463,0.365553955029108,0.4932162075606983,0.5855089018006303,0.6952343986062264,0.7870231396858275,NA,NA
JUM101521J051,JUM,CJF_1,CJF,1,R,R-JUM101521J051,6,1.3876003450356496,0.5796332844536061,0.7774910317966188,0.9283366791442154,1.087970947859085,1.1680415599208316,1.2718819224498386,NA
JUM101521J051,JUM,CJF_2,CJF,2,R,R-JUM101521J051,6,1.35983170886073,0.529295940084355,0.7273772551533647,0.8974734302976317,1.0686622732398032,1.1438356469380706,1.2462521474649013,NA
JUM101521J051,JUM,CJF_3,CJF,3,R,R-JUM101521J051,6,1.3156029558363522,0.5182443447920313,0.7267014591122669,0.8703409061830445,1.0058263760309276,1.132765019454951,1.2177765304943509,NA
JUM101521J052,JUM,CJF_1,CJF,1,R,R-JUM101521J052,2,0.8682946677551587,0.5138578711660825,0.7110776568019083,NA,NA,NA,NA,NA
JUM101521J052,JUM,CJF_2,CJF,2,R,R-JUM101521J052,2,0.887826712416875,0.5375461079252583,0.7419614721088205,NA,NA,NA,NA,NA
JUM101521J052,JUM,CJF_3,CJF,3,R,R-JUM101521J052,2,0.8720299323002081,0.502440822495206,0.6833514615549818,NA,NA,NA,NA,NA
JUM101521J053,JUM,CJF_2,CJF,2,R,R-JUM101521J053,2,0.8117223242925817,0.4434418436335114,0.6455389981040012,NA,NA,NA,NA,NA
JUM101521J053,JUM,CJF_3,CJF,3,R,R-JUM101521J053,2,0.550372425156658,0.32842917792096066,0.4364655842620164,NA,NA,NA,NA,NA
JUM101521J054,JUM,CJF_1,CJF,1,R,R-JUM101521J054,4,1.1209311985200474,0.4007020664970945,0.6181083058481864,0.7966213928679616,0.9806142419227765,NA,NA,NA
JUM101521J054,JUM,CJF_2,CJF,2,R,R-JUM101521J054,4,0.6484691307198072,0.3028607241746574,0.4204556351237306,0.5155886206131732,0.5875342911267484,NA,NA,NA
JUM101521J054,JUM,CJF_3,CJF,3,R,R-JUM101521J054,4,0.6692851117796234,0.2681038189373365,0.4438652393752732,0.5195206465157961,0.581082245515406,NA,NA,NA
JUM101521J056,JUM,CJF_1,CJF,1,R,R-JUM101521J056,0,0.4861800865336343,NA,NA,NA,NA,NA,NA,NA
JUM101521J056,JUM,CJF_2,CJF,2,R,R-JUM101521J056,0,0.5330056645683587,NA,NA,NA,NA,NA,NA,NA
JUM101521J056,JUM,CJF_3,CJF,3,R,R-JUM101521J056,0,0.5000297775375611,NA,NA,NA,NA,NA,NA,NA
JUM101521J057,JUM,CJF_1,CJF,1,R,R-JUM101521J057,0,0.5266742383377288,NA,NA,NA,NA,NA,NA,NA
JUM101521J057,JUM,CJF_2,CJF,2,R,R-JUM101521J057,0,0.5543646616401191,NA,NA,NA,NA,NA,NA,NA
JUM101521J057,JUM,CJF_3,CJF,3,R,R-JUM101521J057,0,0.4996704077133127,NA,NA,NA,NA,NA,NA,NA
JUM101521J058,JUM,CJF_1,CJF,1,R,R-JUM101521J058,0,0.5040160831652866,NA,NA,NA,NA,NA,NA,NA
JUM101521J058,JUM,CJF_2,CJF,2,R,R-JUM101521J058,0,0.5421243581460164,NA,NA,NA,NA,NA,NA,NA
JUM101521J058,JUM,CJF_3,CJF,3,R,R-JUM101521J058,0,0.5363154397968103,NA,NA,NA,NA,NA,NA,NA
JUM101521J059,JUM,CJF_1,CJF,1,R,R-JUM101521J059,0,0.5481988908004992,NA,NA,NA,NA,NA,NA,NA
JUM101521J059,JUM,CJF_2,CJF,2,R,R-JUM101521J059,0,0.5444046544125555,NA,NA,NA,NA,NA,NA,NA
JUM101521J059,JUM,CJF_3,CJF,3,R,R-JUM101521J059,0,0.5238651086798718,NA,NA,NA,NA,NA,NA,NA
JUM101521J060,JUM,CJF_1,CJF,1,R,R-JUM101521J060,0,0.4400616146837323,NA,NA,NA,NA,NA,NA,NA
JUM101521J060,JUM,CJF_2,CJF,2,R,R-JUM101521J060,0,0.44706758574431943,NA,NA,NA,NA,NA,NA,NA
JUM101521J060,JUM,CJF_3,CJF,3,R,R-JUM101521J060,0,0.44009261043327974,NA,NA,NA,NA,NA,NA,NA
JUM101521J061,JUM,CJF_1,CJF,1,R,R-JUM101521J061,0,0.5106210574249832,NA,NA,NA,NA,NA,NA,NA
JUM101521J061,JUM,CJF_2,CJF,2,R,R-JUM101521J061,0,0.5558876470022762,NA,NA,NA,NA,NA,NA,NA
JUM101521J061,JUM,CJF_3,CJF,3,R,R-JUM101521J061,0,0.5069794187645786,NA,NA,NA,NA,NA,NA,NA
JUM101521J062,JUM,CJF_1,CJF,1,R,R-JUM101521J062,0,0.4985679533039748,NA,NA,NA,NA,NA,NA,NA
JUM101521J062,JUM,CJF_2,CJF,2,R,R-JUM101521J062,0,0.44389872543201137,NA,NA,NA,NA,NA,NA,NA
JUM101521J062,JUM,CJF_3,CJF,3,R,R-JUM101521J062,0,0.5079365893263358,NA,NA,NA,NA,NA,NA,NA
JUM101521J063,JUM,CJF_1,CJF,1,R,R-JUM101521J063,0,0.5884170779544213,NA,NA,NA,NA,NA,NA,NA
JUM101521J063,JUM,CJF_2,CJF,2,R,R-JUM101521J063,0,0.6050551447126531,NA,NA,NA,NA,NA,NA,NA
