fishid,id,light_type,reading,rep,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21,rad22,waterbody
NAR032019007,R-NAR032019007,R,CJF_1,1,9,1.1736793630093465,0.3929079114480039,0.6050213510210265,0.711141959763073,0.8100154562807914,0.9066862119088496,0.9524994040555451,1.022512229587022,1.096930536897819,1.1736793630093465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019007,R-NAR032019007,R,CJF_2,2,10,1.1752317290248313,0.4068558432716082,0.5949368259093382,0.7160690327178056,0.8254856221307023,0.908777944121848,0.970748882033303,1.020712611589607,1.0777640297751696,1.1229248759894137,1.1752317290248313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019007,R-NAR032019007,R,CJF_3,3,9,1.1891169811343245,0.38811378980002825,0.6016874581237129,0.7092828085903293,0.7983737721790114,0.8922173808053941,0.963914796852823,1.0404633107288983,1.125814015825616,1.1891169811343245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019008,R-NAR032019008,R,CJF_1,1,10,1.3348913769704105,0.46751143747295915,0.6492240216834458,0.7671480912323065,0.8305808242473547,0.8796463112474842,0.934667093299341,1.0690677370316521,1.1664956016423995,1.258315498944353,1.3348913769704105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019008,R-NAR032019008,R,CJF_2,2,9,1.3352590478721365,0.45216677576280284,0.6489347938682919,0.7645769733712797,0.8615244228064908,0.9506883942927726,1.0858709111397276,1.1627687133612723,1.2455041240445137,1.3352590478721365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019008,R-NAR032019008,R,CJF_3,3,9,1.3740565616850904,0.4854355240726785,0.6789370966623287,0.7888327266181023,0.8933401549104492,0.9884093486067214,1.1043800279614633,1.1913491557924447,1.2938315676184677,1.3740565616850904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019009,R-NAR032019009,R,CJF_1,1,13,1.5859207404545332,0.5195469468313382,0.7286643023924222,0.8550860267472427,0.9667917703652996,1.0529478264741128,1.133479162966128,1.1949598126922638,1.264663559012418,1.31965132459581,1.3897891531789381,1.4491055081908253,1.498896519819774,1.5859207404545332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019009,R-NAR032019009,R,CJF_2,2,13,1.6301157821449712,0.5661411441103433,0.7773193929005869,0.9134577831411147,1.0208392440756715,1.1184522523231037,1.185003325281634,1.2419687551381742,1.2992998041649821,1.3706436986745074,1.4394997776159681,1.496648017057643,1.5726019235330286,1.6301157821449712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019009,R-NAR032019009,R,CJF_3,3,13,1.648574339077667,0.5668447243755694,0.7932516716777637,0.9232557095322944,1.026679515007347,1.1255514841993788,1.201277988770586,1.2597210751312178,1.3282335420721783,1.3800420156111333,1.4481681993463802,1.5098529118628066,1.5586129008488236,1.648574339077667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019010,R-NAR032019010,R,CJF_1,1,9,1.3763887284587797,0.4554192671602189,0.6848392457910962,0.8183235222270584,0.9274569199601014,1.0236154003700628,1.130927063944815,1.2270855443547768,1.3110685854132782,1.3763887284587797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019010,R-NAR032019010,R,CJF_2,2,9,1.4399535662689322,0.5158088754795768,0.756281072831327,0.8864005921717114,0.9788219521370343,1.1014156213751816,1.203267263589593,1.2796387680344323,1.365463524349652,1.4399535662689322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019010,R-NAR032019010,R,CJF_3,3,9,1.3632381261734905,0.4472557046793957,0.6706102261888326,0.7941607638571039,0.8991513877921081,1.0122397502229872,1.1085859740015949,1.1972922258951328,1.2785362960030322,1.3632381261734905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019011,R-NAR032019011,R,CJF_1,1,4,0.8689891715007642,0.358163671593916,0.5842436192359046,0.7587634879080934,0.8689891715007642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019011,R-NAR032019011,R,CJF_2,2,4,0.8830035649536898,0.3427690980914813,0.61600240857085,0.7689443284164235,0.8830035649536898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019011,R-NAR032019011,R,CJF_3,3,4,0.8731589989512246,0.4735666512875311,0.6089569443906092,0.7567558643516656,0.8731589989512246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019012,R-NAR032019012,R,CJF_1,1,5,0.9702817590978743,0.37498155524909776,0.604436954258332,0.7365889100403736,0.866040828609347,0.9702817590978743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019012,R-NAR032019012,R,CJF_2,2,5,0.9739169231959082,0.40035483355088214,0.6023542060676266,0.756040454895464,0.8747391926788395,0.9739169231959082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019012,R-NAR032019012,R,CJF_3,3,5,1.0170498966996462,0.41370081378678397,0.6421069871000213,0.7978526161132704,0.9206073407784973,1.0170498966996462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019013,R-NAR032019013,R,CJF_1,1,8,1.1714206124764188,0.45608507248351987,0.6359810933306798,0.7507141624721959,0.8499600442560017,0.9362044765723051,1.0241060674820806,1.1001461969573558,1.1714206124764188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019013,R-NAR032019013,R,CJF_2,2,8,1.1742113617788537,0.4078198097055654,0.6147499233521665,0.7299912492899173,0.8214594599296016,0.9332971123839361,1.0230634862819123,1.0868611549159326,1.1742113617788537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019013,R-NAR032019013,R,CJF_3,3,8,1.1507590679521078,0.4348655806150025,0.6289852227974506,0.7372484516683042,0.8296674709338571,0.9257845797937202,1.0116409931053147,1.0825595293774024,1.1507590679521078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019014,R-NAR032019014,R,CJF_1,1,4,0.8937549734467197,0.3215070436835937,0.5967277812687645,0.8000082588968664,0.8937549734467197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019014,R-NAR032019014,R,CJF_2,2,4,0.9535038846900867,0.4243291105386434,0.6615055755623411,0.8116215635362432,0.9535038846900867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019014,R-NAR032019014,R,CJF_3,3,4,0.908002105853241,0.4341812973077023,0.6541724870523437,0.7892851000212837,0.908002105853241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019015,R-NAR032019015,R,CJF_1,1,3,0.7420062505687405,0.39031046584138723,0.6116039387793575,0.7420062505687405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019015,R-NAR032019015,R,CJF_2,2,3,0.7701504094818152,0.4345700230755559,0.6362266576853098,0.7701504094818152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032019015,R-NAR032019015,R,CJF_3,3,3,0.7167260449602528,0.4083254348852508,0.5856822410913917,0.7167260449602528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119001,R-NAR032119001,R,CJF_1,1,15,1.5260391310372872,0.4616403393114391,0.6417585375987588,0.7671709474087525,0.8615289932237035,0.9417333321664114,1.0015140655253962,1.068759651425685,1.1320633332455936,1.1961430132758688,1.2445169900131678,1.2936669649608337,1.34675884398888,1.4073155755582314,1.4729472520092406,1.5260391310372872,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119001,R-NAR032119001,R,CJF_2,2,15,1.511738063951362,0.4573058830153057,0.6390216958752923,0.75524507362680815,0.8594096740664356,0.9268774251005466,0.9955930928324026,1.0564074968616963,1.123147848667912,1.1785568223901342,1.2292877650331797,1.275340676597049,1.3314770495471666,1.3962420854277413,1.446973028070787,1.511738063951362,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119001,R-NAR032119001,R,CJF_3,3,16,1.4538307348398825,0.4271676931283118,0.6015361458602559,0.728305913493661,0.8225228998762486,0.892450351802321,0.9474919591767048,1.0229815953976567,1.099531645081115,1.147050300531638,1.1936686018156861,1.2375058109522945,1.2375058109522945,1.288785942364748,1.3363045978152708,1.3960080353180593,1.4538307348398825,NA,NA,NA,NA,NA,NA,NAR
NAR032119002,R-NAR032119002,R,CJF_1,1,15,1.7399374185897127,0.5499858460481889,0.6944760519614916,0.829445872629212,0.9425922464783876,1.0135313564323667,1.0835429076105547,1.160462858028981,1.2271055547480656,1.2966533265383562,1.358999610022545,1.3935416062237425,1.478297514658201,1.5561450238524202,1.6366045190519833,1.7399374185897127,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119002,R-NAR032119002,R,CJF_2,2,15,1.7252481352553177,0.588212992085442,0.7822284065282751,0.8970361776130368,0.991681528724181,1.0734163142651303,1.1389304998070346,1.2214481775939574,1.2875941486815812,1.3652360075477061,1.417839627519416,1.4422460808681115,1.5247637586550342,1.5827238763930083,1.655641023038589,1.7252481352553177,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119002,R-NAR032119002,R,CJF_3,3,15,1.7370917733959592,0.5592080592505732,0.6943449871638235,0.8167296500624902,0.9276831954630901,1.0081231468588052,1.079021860001112,1.1521407392672058,1.2220485917721249,1.2983784977993944,1.3517543268004122,1.41344208856844,1.4868912547136632,1.580982489731233,1.6563215351211145,1.7370917733959592,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119003,R-NAR032119003,R,CJF_1,1,9,1.119450862648209,0.3899146354608712,0.5548615358006371,0.6585483711323912,0.7438167700529391,0.8216337538358874,0.8996581667553682,0.954089104035378,1.031698658681794,1.119450862648209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119003,R-NAR032119003,R,CJF_2,2,9,1.1517488789011756,0.4677937472503896,0.5910926783184021,0.7176541396464033,0.7929947925208005,0.8855028517623887,0.9611978987275817,1.0204343275071746,1.0837150581711756,1.1517488789011756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119003,R-NAR032119003,R,CJF_3,3,9,1.1587245803698993,0.4172299444219696,0.5935580432299573,0.7151919454573653,0.7938690642279058,0.8773704817605764,0.9440792347062515,1.0155660958738264,1.082367229899963,1.1587245803698993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119004,R-NAR032119004,R,CJF_1,1,9,1.3816143221919266,0.45770976730812235,0.6676805412055197,0.7657831942013796,0.8979759053871712,0.9687133712479542,1.0730594208264235,1.1740430348774646,1.2459013125807235,1.3816143221919266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119004,R-NAR032119004,R,CJF_2,2,10,1.3830726721129492,0.4414192548459002,0.6690212755235136,0.7851197502805414,0.8857486010330129,0.9817825229490431,1.1007910890472816,1.183499808103235,1.2657489435099398,1.3371233837485306,1.3830726721129492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119004,R-NAR032119004,R,CJF_3,3,9,1.3266073841517316,0.41734573807904035,0.6124174713414832,0.7236875450079413,0.8397994184887353,0.9471719997781229,1.0465235413397205,1.1441724354577658,1.2163217054652087,1.3266073841517316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119005,R-NAR032119005,R,CJF_1,1,6,1.1718590039717267,0.4873162004720261,0.6983157578850996,0.8683807565605662,0.9810371242464592,1.0958154064369277,1.1718590039717267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119005,R-NAR032119005,R,CJF_2,2,6,1.1618764389792773,0.4758865273313148,0.7002904870595703,0.8577276148857084,0.969921698827507,1.0791496560957692,1.1618764389792773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119005,R-NAR032119005,R,CJF_3,3,6,1.148824849103293,0.47274952492049394,0.6580181918286852,0.8375098429885294,0.9629184939040867,1.067788745554921,1.148824849103293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119006,R-NAR032119006,R,CJF_1,1,8,1.2888711581833439,0.486388363186417,0.6978968273274246,0.820316455825569,0.9411307431708066,1.027724113010974,1.1306252710272235,1.220111449171818,1.2888711581833439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119006,R-NAR032119006,R,CJF_2,2,8,1.3137299256049235,0.5136378117887934,0.7288624756297875,0.8297929396161234,0.9441198543043086,1.0450503182906454,1.1282060875639242,1.243970607033494,1.3137299256049235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119006,R-NAR032119006,R,CJF_3,3,6,1.2764430084074019,0.48541447911541735,0.7910285292919854,0.9932835897771694,1.1056617753026678,1.192532251650983,1.2764430084074019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119007,R-NAR032119007,R,CJF_1,1,8,1.058537317683925,0.37868778505172745,0.5455170903093338,0.6391027889262926,0.7366559374838025,0.8138669940650018,0.8828281698750391,0.9669040641606004,1.058537317683925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119007,R-NAR032119007,R,CJF_2,2,8,1.0622884546600564,0.3994518402204171,0.5631244887362138,0.652176527304245,0.744446687170021,0.8276658205492743,0.9307469019021236,1.0002386611999157,1.0622884546600564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119007,R-NAR032119007,R,CJF_3,3,8,1.0711330683283116,0.39298244553504474,0.5552960564526976,0.6569478767515107,0.7449748613901164,0.8178075176991744,0.9088194574106587,0.9922534867405949,1.0711330683283116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119008,R-NAR032119008,R,CJF_1,1,6,0.9783680614172773,0.376740932678633,0.5367861128624171,0.6778177614904931,0.7911189061126215,0.9015143932513368,0.9783680614172773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119008,R-NAR032119008,R,CJF_2,2,6,1.0055881097662016,0.418939076862802,0.5837035577946198,0.7075287784225022,0.8329946432241182,0.9348582851357823,1.0055881097662016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119008,R-NAR032119008,R,CJF_3,3,6,1.0514352122279398,0.4351231440546058,0.6106674931225646,0.7337254711472257,0.8406584281493614,0.9607340132084525,1.0514352122279398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119009,R-NAR032119009,R,CJF_1,1,11,1.5505415434793954,0.40250488845049825,0.6520666373137386,0.8112088659724903,0.9508457591158657,1.0531285200995295,1.116881611940677,1.205858126480457,1.3097974263351593,1.3944988593563905,1.484169908990737,1.5505415434793954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119009,R-NAR032119009,R,CJF_2,2,11,1.573708427770585,0.5286069851630244,0.6912031670433737,0.8422026644626424,0.9519487455776029,1.0458347742561345,1.1286399617309928,1.2156276507061243,1.3114961859392098,1.3918030236021075,1.4968507599593879,1.573708427770585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119009,R-NAR032119009,R,CJF_3,3,11,1.5158098585717865,0.40066270121850023,0.62618797343015,0.7851269995127148,0.9024917590182924,0.9827024332963301,1.0687888253262436,1.1592953987056065,1.2670920273110722,1.343246404340268,1.425667169293031,1.5158098585717865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119010,R-NAR032119010,R,CJF_1,1,3,0.8772916969969008,0.4046190753688909,0.678307788712252,0.8772916969969008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119010,R-NAR032119010,R,CJF_2,2,3,0.8838927603596813,0.3869884939864256,0.6457078539808094,0.8838927603596813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119010,R-NAR032119010,R,CJF_3,3,4,0.8373002422582672,0.23702161391925244,0.619326273971267,0.7473609037470207,0.8373002422582672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119011,R-NAR032119011,R,CJF_1,1,3,0.8329061284930699,0.4894943835322609,0.712260083492063,0.8329061284930699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119011,R-NAR032119011,R,CJF_2,2,3,0.8282966911997985,0.5008782963861448,0.7075324093060221,0.8282966911997985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
NAR032119011,R-NAR032119011,R,CJF_3,3,3,0.8165960976350751,0.5022421108151591,0.6932586822654025,0.8165960976350751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAR
